text,structure,verb,det,prep,sen_prob_nospace,tokens,log_prob_tokens
the worker brought the club the coffee .,DO,BRING,THE,to,-49.99576950073242,▁The|▁worker|▁brought|▁the|▁club|▁the|▁coffee|.,"[-3.1171624660491943, -11.952747344970703, -8.307914733886719, -1.5843178033828735, -9.530740737915039, -5.966795921325684, -7.2663068771362305, -2.2697830200195312]"
the actor brought the glass to the aunt .,PD,BRING,THE,to,-50.997196197509766,▁The|▁actor|▁brought|▁the|▁glass|▁to|▁the|▁a|unt|.,"[-3.1171624660491943, -9.261722564697266, -8.28994083404541, -2.107361078262329, -9.330400466918945, -1.8682764768600464, -1.4340660572052002, -7.165467262268066, -5.61007833480835, -2.8127260208129883]"
the actor brought the aunt the glass .,DO,BRING,THE,to,-50.02099990844727,▁The|▁actor|▁brought|▁the|▁a|unt|▁the|▁glass|.,"[-3.1171624660491943, -9.261722564697266, -8.28994083404541, -2.107361078262329, -7.573509216308594, -2.5073466300964355, -5.855144023895264, -7.268532752990723, -4.040280818939209]"
the mayor brought the key to the actress .,PD,BRING,THE,to,-45.46310424804688,▁The|▁mayor|▁brought|▁the|▁key|▁to|▁the|▁actress|.,"[-3.1171624660491943, -9.700708389282227, -8.736549377441406, -2.081169843673706, -6.95775032043457, -0.8934503793716431, -0.6324073672294617, -11.19070053100586, -2.1532070636749268]"
the mayor brought the actress the key .,DO,BRING,THE,to,-47.50751495361328,▁The|▁mayor|▁brought|▁the|▁actress|▁the|▁key|.,"[-3.1171624660491943, -9.700708389282227, -8.73654842376709, -2.081169605255127, -10.151752471923828, -5.007461071014404, -3.9827399253845215, -4.729973316192627]"
the guy brought the beer to the business .,PD,BRING,THE,to,-43.288795471191406,▁The|▁gu|y|▁brought|▁the|▁be|er|▁to|▁the|▁business|.,"[-3.1171624660491943, -8.657164573669434, -1.0300666093826294, -8.013432502746582, -2.248159885406494, -5.329198360443115, -0.5109571218490601, -2.1197569370269775, -0.6325032711029053, -9.207724571228027, -2.422668695449829]"
the guy brought the business the beer .,DO,BRING,THE,to,-46.62779235839844,▁The|▁gu|y|▁brought|▁the|▁business|▁the|▁be|er|.,"[-3.1171624660491943, -8.657164573669434, -1.0300664901733398, -8.013432502746582, -2.2481589317321777, -7.585951805114746, -5.646355628967285, -7.535139083862305, -0.8976140022277832, -1.8967454433441162]"
the husband brought the beer to the business .,PD,BRING,THE,to,-44.98593521118164,▁The|▁husband|▁brought|▁the|▁be|er|▁to|▁the|▁business|.,"[-3.1171624660491943, -9.879819869995117, -7.382739067077637, -2.5816783905029297, -6.042613983154297, -0.8042535781860352, -2.836444854736328, -0.5204599499702454, -9.006359100341797, -2.8144054412841797]"
the husband brought the business the beer .,DO,BRING,THE,to,-47.33171081542969,▁The|▁husband|▁brought|▁the|▁business|▁the|▁be|er|.,"[-3.1171624660491943, -9.879819869995117, -7.382739067077637, -2.5816783905029297, -7.492312431335449, -6.422863960266113, -7.602174758911133, -0.9038996696472168, -1.9490582942962646]"
the parent brought the beer to the king .,PD,BRING,THE,to,-51.08218383789063,▁The|▁parent|▁brought|▁the|▁be|er|▁to|▁the|▁king|.,"[-3.1171624660491943, -9.97329330444336, -12.15051555633545, -1.2519606351852417, -8.041230201721191, -2.0803093910217285, -1.4003450870513916, -0.7872251868247986, -10.336320877075195, -1.9438207149505615]"
the parent brought the king the beer .,DO,BRING,THE,to,-51.54305267333984,▁The|▁parent|▁brought|▁the|▁king|▁the|▁be|er|.,"[-3.1171624660491943, -9.97329330444336, -12.15051555633545, -1.2519606351852417, -10.592036247253418, -3.637381076812744, -6.639240264892578, -2.5918397903442383, -1.5896228551864624]"
the secretary brought the chocolate to the soldier .,PD,BRING,THE,to,-48.907562255859375,▁The|▁secretary|▁brought|▁the|▁ch|oc|olate|▁to|▁the|▁soldier|.,"[-3.1171624660491943, -10.731681823730469, -9.909189224243164, -1.561366081237793, -6.169234752655029, -2.028698682785034, -0.5346205234527588, -2.949530601501465, -0.7383095026016235, -9.594204902648926, -1.573556900024414]"
the secretary brought the soldier the chocolate .,DO,BRING,THE,to,-49.19408416748047,▁The|▁secretary|▁brought|▁the|▁soldier|▁the|▁ch|oc|olate|.,"[-3.1171624660491943, -10.731681823730469, -9.909189224243164, -1.5613657236099243, -10.395116806030273, -3.552931785583496, -6.669851779937744, -1.1032657623291016, -0.3488290011882782, -1.8046865463256836]"
the priest brought the pot to the partner .,PD,BRING,THE,to,-47.41084289550781,▁The|▁priest|▁brought|▁the|▁pot|▁to|▁the|▁partner|.,"[-3.1171624660491943, -10.43212890625, -7.797104835510254, -1.1646225452423096, -7.2815351486206055, -2.333735466003418, -0.7918098568916321, -11.954516410827637, -2.5382251739501953]"
the priest brought the partner the pot .,DO,BRING,THE,to,-51.85024642944336,▁The|▁priest|▁brought|▁the|▁partner|▁the|▁pot|.,"[-3.1171624660491943, -10.43212890625, -7.797104835510254, -1.1646223068237305, -12.782797813415527, -5.964005470275879, -7.080109119415283, -3.512312889099121]"
a sheriff drew a knife for an administration .,PD,DRAW,A,for,-57.49683380126953,▁A|▁sh|er|iff|▁drew|▁a|▁kn|ife|▁for|▁an|▁administration|.,"[-4.501774787902832, -7.799091339111328, -2.8435957431793213, -0.060277536511421204, -11.375475883483887, -1.3320050239562988, -5.34500789642334, -0.01097688265144825, -6.550879001617432, -3.037410259246826, -10.707781791687012, -3.93255615234375]"
a sheriff drew an administration a knife .,DO,DRAW,A,for,-56.84523010253906,▁A|▁sh|er|iff|▁drew|▁an|▁administration|▁a|▁kn|ife|.,"[-4.501774787902832, -7.799091339111328, -2.8435935974121094, -0.060277536511421204, -11.375473022460938, -3.9481000900268555, -10.508224487304688, -6.294023513793945, -6.681405544281006, -0.14067578315734863, -2.6925904750823975]"
an uncle drew a card for a corporation .,PD,DRAW,A,for,-50.1484375,▁An|▁uncle|▁drew|▁a|▁card|▁for|▁a|▁corpor|ation|.,"[-6.047245979309082, -10.185415267944336, -9.630414962768555, -1.63090980052948, -5.397626876831055, -2.358351945877075, -2.4375033378601074, -9.384034156799316, -1.075150489807129, -2.001784324645996]"
an uncle drew a corporation a card .,DO,DRAW,A,for,-54.605735778808594,▁An|▁uncle|▁drew|▁a|▁corpor|ation|▁a|▁card|.,"[-6.047245979309082, -10.185415267944336, -9.630414962768555, -1.63090980052948, -10.987639427185059, -1.7165511846542358, -5.644217491149902, -6.587821006774902, -2.1755175590515137]"
a prince drew a wire for a man .,PD,DRAW,A,for,-52.963600158691406,▁A|▁prince|▁drew|▁a|▁wire|▁for|▁a|▁man|.,"[-4.501774787902832, -11.136812210083008, -11.2755126953125, -1.5383164882659912, -10.004125595092773, -5.6197075843811035, -1.4766734838485718, -4.568047523498535, -2.842628002166748]"
a prince drew a man a wire .,DO,DRAW,A,for,-52.89876937866211,▁A|▁prince|▁drew|▁a|▁man|▁a|▁wire|.,"[-4.501774787902832, -11.136812210083008, -11.275511741638184, -1.5383177995681763, -6.262503623962402, -4.0393829345703125, -11.239984512329102, -2.904484272003174]"
a writer drew a motor for a professor .,PD,DRAW,A,for,-53.83639144897461,▁A|▁writer|▁drew|▁a|▁motor|▁for|▁a|▁professor|.,"[-4.501774787902832, -8.41106128692627, -10.88029956817627, -1.513709545135498, -10.877313613891602, -6.3813862800598145, -1.2669174671173096, -8.041014671325684, -1.9629125595092773]"
a writer drew a professor a motor .,DO,DRAW,A,for,-54.65663909912109,▁A|▁writer|▁drew|▁a|▁professor|▁a|▁motor|.,"[-4.501774787902832, -8.41106128692627, -10.880300521850586, -1.5137102603912354, -10.098224639892578, -4.4036545753479, -9.497437477111816, -5.35047721862793]"
an opponent drew a card for a band .,PD,DRAW,A,for,-48.6915168762207,▁An|▁oppon|ent|▁drew|▁a|▁card|▁for|▁a|▁band|.,"[-6.047245979309082, -10.337159156799316, -0.004528386518359184, -9.696420669555664, -1.6661036014556885, -1.5860328674316406, -2.713383197784424, -3.308333396911621, -9.390205383300781, -3.9421041011810303]"
an opponent drew a band a card .,DO,DRAW,A,for,-49.6270637512207,▁An|▁oppon|ent|▁drew|▁a|▁band|▁a|▁card|.,"[-6.047245979309082, -10.337159156799316, -0.004528386518359184, -9.696420669555664, -1.6661030054092407, -9.06257438659668, -6.645777702331543, -3.8392231464385986, -2.328031063079834]"
a nurse drew a bell for a corporation .,PD,DRAW,A,for,-52.27107238769531,▁A|▁nur|se|▁drew|▁a|▁bell|▁for|▁a|▁corpor|ation|.,"[-4.501774787902832, -8.308570861816406, -0.07961085438728333, -7.927304744720459, -1.6817774772644043, -10.678802490234375, -3.3823184967041016, -1.23457932472229, -11.095905303955078, -1.4856364727020264, -1.8947908878326416]"
a nurse drew a corporation a bell .,DO,DRAW,A,for,-55.30879974365234,▁A|▁nur|se|▁drew|▁a|▁corpor|ation|▁a|▁bell|.,"[-4.501774787902832, -8.308570861816406, -0.07961075007915497, -7.927304744720459, -1.681779384613037, -11.459022521972656, -1.6926887035369873, -5.521627426147461, -10.72785758972168, -3.4085662364959717]"
a mother drew a crystal for a colonel .,PD,DRAW,A,for,-58.030181884765625,▁A|▁mother|▁drew|▁a|▁cry|stal|▁for|▁a|▁colon|el|.,"[-4.501774787902832, -7.289122581481934, -9.891603469848633, -1.6974064111709595, -6.658648490905762, -1.277782678604126, -4.942541599273682, -3.597959518432617, -11.10578441619873, -4.545130729675293, -2.5224268436431885]"
a mother drew a colonel a crystal .,DO,DRAW,A,for,-57.22393798828125,▁A|▁mother|▁drew|▁a|▁colon|el|▁a|▁cry|stal|.,"[-4.501774787902832, -7.289122581481934, -9.8916015625, -1.6974042654037476, -11.335537910461426, -2.7095694541931152, -5.973083972930908, -9.35792350769043, -0.9193085432052612, -3.5486114025115967]"
a champion drew a bottle for a band .,PD,DRAW,A,for,-57.591270446777344,▁A|▁champion|▁drew|▁a|▁bott|le|▁for|▁a|▁band|.,"[-4.501774787902832, -10.25854206085205, -13.168546676635742, -1.9831597805023193, -8.735124588012695, -0.040254510939121246, -5.00223445892334, -1.8981188535690308, -9.413366317749023, -2.59015154838562]"
a champion drew a band a bottle .,DO,DRAW,A,for,-56.90731430053711,▁A|▁champion|▁drew|▁a|▁band|▁a|▁bott|le|.,"[-4.501774787902832, -10.25854206085205, -13.168546676635742, -1.9831597805023193, -9.111614227294922, -6.847645282745361, -7.692659378051758, -0.0573074072599411, -3.2860641479492188]"
a mother drew an iron for a corporation .,PD,DRAW,A,for,-53.64542388916016,▁A|▁mother|▁drew|▁an|▁iron|▁for|▁a|▁corpor|ation|.,"[-4.501774787902832, -7.289122581481934, -9.8916015625, -3.89137601852417, -7.0276899337768555, -4.685420989990234, -2.3322901725769043, -10.913884162902832, -1.0999665260314941, -2.0122971534729004]"
a mother drew a corporation an iron .,DO,DRAW,A,for,-56.154335021972656,▁A|▁mother|▁drew|▁a|▁corpor|ation|▁an|▁iron|.,"[-4.501774787902832, -7.289122581481934, -9.8916015625, -1.6974042654037476, -11.12833023071289, -2.4104251861572266, -7.581578254699707, -7.186855316162109, -4.4672441482543945]"
a priest drew a key for a company .,PD,DRAW,A,for,-50.34481048583984,▁A|▁priest|▁drew|▁a|▁key|▁for|▁a|▁company|.,"[-4.501774787902832, -9.265785217285156, -9.309123992919922, -1.1938536167144775, -9.195046424865723, -3.790422201156616, -2.0187597274780273, -8.774202346801758, -2.2958414554595947]"
a priest drew a company a key .,DO,DRAW,A,for,-55.034942626953125,▁A|▁priest|▁drew|▁a|▁company|▁a|▁key|.,"[-4.501774787902832, -9.265785217285156, -9.309125900268555, -1.1938532590866089, -11.058231353759766, -6.843960762023926, -8.765670776367188, -4.0965375900268555]"
a brother drew a jacket for a business .,PD,DRAW,A,for,-53.41670608520508,▁A|▁brother|▁drew|▁a|▁jack|et|▁for|▁a|▁business|.,"[-4.501774787902832, -9.808281898498535, -10.247820854187012, -1.354698657989502, -9.809309005737305, -1.9544883966445923, -1.7249510288238525, -2.5204625129699707, -7.670197010040283, -3.824721097946167]"
a brother drew a business a jacket .,DO,DRAW,A,for,-58.2200927734375,▁A|▁brother|▁drew|▁a|▁business|▁a|▁jack|et|.,"[-4.501774787902832, -9.808281898498535, -10.247820854187012, -1.354698657989502, -9.068613052368164, -8.421514511108398, -10.389389991760254, -1.9006493091583252, -2.527350902557373]"
a candidate drew a flower for a student .,PD,DRAW,A,for,-47.29659652709961,▁A|▁candidate|▁drew|▁a|▁flower|▁for|▁a|▁student|.,"[-4.501774787902832, -9.324664115905762, -12.427011489868164, -1.407472014427185, -7.1091814041137695, -3.750393867492676, -2.282135486602783, -4.653607368469238, -1.8403576612472534]"
a candidate drew a student a flower .,DO,DRAW,A,for,-49.91752624511719,▁A|▁candidate|▁drew|▁a|▁student|▁a|▁flower|.,"[-4.501774787902832, -9.324664115905762, -12.427007675170898, -1.4074722528457642, -9.281291007995605, -5.624149322509766, -5.494262218475342, -1.8569015264511108]"
a reader drew a gun for an employer .,PD,DRAW,A,for,-53.53520202636719,▁A|▁reader|▁drew|▁a|▁gun|▁for|▁an|▁employ|er|.,"[-4.501774787902832, -7.776543617248535, -7.857836723327637, -4.68184232711792, -6.941879749298096, -5.998392105102539, -4.111669063568115, -8.616832733154297, -0.28562963008880615, -2.762801170349121]"
a reader drew an employer a gun .,DO,DRAW,A,for,-55.27446746826172,▁A|▁reader|▁drew|▁an|▁employ|er|▁a|▁gun|.,"[-4.501774787902832, -7.776543617248535, -7.857836723327637, -5.77876615524292, -9.79028606414795, -1.0109033584594727, -7.466682434082031, -8.461261749267578, -2.630411148071289]"
a chief drew a telephone for an army .,PD,DRAW,A,for,-57.59601211547852,▁A|▁chief|▁drew|▁a|▁tele|phone|▁for|▁an|▁army|.,"[-4.501774787902832, -10.240310668945312, -10.909597396850586, -1.2496728897094727, -10.649274826049805, -0.30067452788352966, -5.841529846191406, -4.175364971160889, -6.302935600280762, -3.4248788356781006]"
a chief drew an army a telephone .,DO,DRAW,A,for,-57.41277694702149,▁A|▁chief|▁drew|▁an|▁army|▁a|▁tele|phone|.,"[-4.501774787902832, -10.240310668945312, -10.909597396850586, -3.8045530319213867, -6.450087547302246, -7.093769073486328, -10.701133728027344, -0.816780686378479, -2.8947691917419434]"
a worker drew a log for a company .,PD,DRAW,A,for,-49.47576522827149,▁A|▁worker|▁drew|▁a|▁log|▁for|▁a|▁company|.,"[-4.501774787902832, -8.75171184539795, -11.266281127929688, -1.2022229433059692, -9.905146598815918, -4.226919651031494, -1.6142903566360474, -5.2157511711120605, -2.791663646697998]"
a worker drew a company a log .,DO,DRAW,A,for,-54.853614807128906,▁A|▁worker|▁drew|▁a|▁company|▁a|▁log|.,"[-4.501774787902832, -8.75171184539795, -11.266280174255371, -1.2022219896316528, -8.618011474609375, -9.191243171691895, -6.7055230140686035, -4.616843223571777]"
a cousin drew a crystal for a band .,PD,DRAW,A,for,-55.43120574951172,▁A|▁cousin|▁drew|▁a|▁cry|stal|▁for|▁a|▁band|.,"[-4.501774787902832, -10.084877967834473, -10.021063804626465, -2.3569560050964355, -8.739893913269043, -0.9667461514472961, -3.9581241607666016, -3.7353525161743164, -8.262853622436523, -2.8035640716552734]"
a cousin drew a band a crystal .,DO,DRAW,A,for,-58.31934356689453,▁A|▁cousin|▁drew|▁a|▁band|▁a|▁cry|stal|.,"[-4.501774787902832, -10.084877967834473, -10.021063804626465, -2.3569560050964355, -8.851371765136719, -5.723543167114258, -11.559508323669434, -1.7226505279541016, -3.4975948333740234]"
a nurse drew a newspaper for a business .,PD,DRAW,A,for,-52.40470886230469,▁A|▁nur|se|▁drew|▁a|▁newspaper|▁for|▁a|▁business|.,"[-4.501774787902832, -8.308570861816406, -0.07961075007915497, -7.927304744720459, -1.681779384613037, -9.924009323120117, -5.706277370452881, -1.049925446510315, -8.769718170166016, -4.455740451812744]"
a nurse drew a business a newspaper .,DO,DRAW,A,for,-54.53240966796875,▁A|▁nur|se|▁drew|▁a|▁business|▁a|▁newspaper|.,"[-4.501774787902832, -8.308570861816406, -0.07961075007915497, -7.927304744720459, -1.6817772388458252, -9.4688081741333, -8.864897727966309, -10.388189315795898, -3.3114724159240723]"
a woman drew a bag for a cousin .,PD,DRAW,A,for,-48.55292510986328,▁A|▁woman|▁drew|▁a|▁bag|▁for|▁a|▁cousin|.,"[-4.501774787902832, -5.540409564971924, -9.061448097229004, -1.1863527297973633, -9.047648429870605, -4.618962287902832, -1.616107702255249, -9.766237258911133, -3.2139816284179688]"
a woman drew a cousin a bag .,DO,DRAW,A,for,-51.63617706298828,▁A|▁woman|▁drew|▁a|▁cousin|▁a|▁bag|.,"[-4.501774787902832, -5.540409564971924, -9.061450958251953, -1.1863517761230469, -12.687655448913574, -4.634281635284424, -9.67999267578125, -4.344260215759277]"
