text,structure,verb,det,prep,sen_prob_nospace,tokens,log_prob_tokens
the secretary brought the chocolate to us .,PD,BRING,THE,to,-41.49314880371094,▁The|▁secretary|▁brought|▁the|▁ch|oc|olate|▁to|▁us|.,"[-3.6788957118988037, -10.424703598022461, -8.810151100158691, -1.844477653503418, -6.677838325500488, -1.1836243867874146, -0.3036603331565857, -2.601128578186035, -4.916596412658691, -1.052072525024414]"
the secretary brought us the chocolate .,DO,BRING,THE,to,-39.28208160400391,▁The|▁secretary|▁brought|▁us|▁the|▁ch|oc|olate|.,"[-3.6788957118988037, -10.424703598022461, -8.810151100158691, -3.7036561965942383, -2.266519784927368, -6.500988960266113, -1.1117055416107178, -0.33464041352272034, -2.450821876525879]"
the priest brought the pot to him .,PD,BRING,THE,to,-37.17000961303711,▁The|▁priest|▁brought|▁the|▁pot|▁to|▁him|.,"[-3.6788957118988037, -10.524263381958008, -6.505944728851318, -1.1836715936660767, -6.957549571990967, -1.8364084959030151, -4.726848125457764, -1.7564276456832886]"
the priest brought him the pot .,DO,BRING,THE,to,-38.04556274414063,▁The|▁priest|▁brought|▁him|▁the|▁pot|.,"[-3.6788957118988037, -10.524263381958008, -6.505943298339844, -4.372330665588379, -1.8465592861175537, -7.856602668762207, -3.2609667778015137]"
a sheriff drew a knife for him .,PD,DRAW,A,for,-47.320762634277344,▁A|▁sh|er|iff|▁drew|▁a|▁kn|ife|▁for|▁him|.,"[-4.20621395111084, -7.522364616394043, -2.6235568523406982, -0.11041969060897827, -10.120232582092285, -1.7135531902313232, -6.521437644958496, -0.004019159823656082, -5.631796836853027, -7.105304718017578, -1.761857032775879]"
a sheriff drew him a knife .,DO,DRAW,A,for,-42.67425155639648,▁A|▁sh|er|iff|▁drew|▁him|▁a|▁kn|ife|.,"[-4.20621395111084, -7.522364616394043, -2.62355637550354, -0.11041980236768723, -10.120231628417969, -7.4205241203308105, -2.0119271278381348, -6.552828311920166, -0.050954658538103104, -2.0552265644073486]"
an uncle drew a card for us .,PD,DRAW,A,for,-44.15629196166992,▁An|▁uncle|▁drew|▁a|▁card|▁for|▁us|.,"[-6.080687522888184, -9.927350044250488, -9.598845481872559, -1.6829023361206055, -6.044573783874512, -3.4075355529785156, -5.462137222290039, -1.9522604942321777]"
an uncle drew us a card .,DO,DRAW,A,for,-41.55411911010742,▁An|▁uncle|▁drew|▁us|▁a|▁card|.,"[-6.080687522888184, -9.927350044250488, -9.598846435546875, -4.854262351989746, -2.277311086654663, -6.429721832275391, -2.385939359664917]"
a prince drew a wire for us .,PD,DRAW,A,for,-49.02605056762695,▁A|▁prince|▁drew|▁a|▁wire|▁for|▁us|.,"[-4.20621395111084, -10.716800689697266, -10.039438247680664, -1.1368951797485352, -7.288485527038574, -5.034996509552002, -8.812429428100586, -1.7907910346984863]"
a prince drew us a wire .,DO,DRAW,A,for,-49.05464553833008,▁A|▁prince|▁drew|▁us|▁a|▁wire|.,"[-4.20621395111084, -10.716800689697266, -10.039437294006348, -7.1989569664001465, -3.017610549926758, -10.206940650939941, -3.668687582015991]"
a writer drew a motor for it .,PD,DRAW,A,for,-47.449615478515625,▁A|▁writer|▁drew|▁a|▁motor|▁for|▁it|.,"[-4.20621395111084, -8.38989543914795, -9.956337928771973, -1.3078041076660156, -9.915544509887695, -5.69979190826416, -6.470171928405762, -1.5038563013076782]"
a writer drew it a motor .,DO,DRAW,A,for,-49.477294921875,▁A|▁writer|▁drew|▁it|▁a|▁motor|.,"[-4.20621395111084, -8.38989543914795, -9.956338882446289, -6.495337009429932, -5.292535781860352, -10.323189735412598, -4.81378173828125]"
an opponent drew a card for them .,PD,DRAW,A,for,-37.74645233154297,▁An|▁oppon|ent|▁drew|▁a|▁card|▁for|▁them|.,"[-6.080687522888184, -9.598535537719727, -0.027059433981776237, -8.987273216247559, -1.3056652545928955, -1.1309831142425537, -2.678927421569824, -6.483877182006836, -1.4534398317337036]"
an opponent drew them a card .,DO,DRAW,A,for,-39.63947677612305,▁An|▁oppon|ent|▁drew|▁them|▁a|▁card|.,"[-6.080687522888184, -9.598535537719727, -0.027059433981776237, -8.987274169921875, -6.193861961364746, -3.752326011657715, -3.378228187561035, -1.6215019226074219]"
a nurse drew a bell for them .,PD,DRAW,A,for,-44.49004364013672,▁A|▁nur|se|▁drew|▁a|▁bell|▁for|▁them|.,"[-4.20621395111084, -8.149316787719727, -0.1051991879940033, -8.610368728637695, -2.183500289916992, -9.344623565673828, -3.8448030948638916, -6.474066257476807, -1.5719528198242188]"
a nurse drew them a bell .,DO,DRAW,A,for,-44.52309799194336,▁A|▁nur|se|▁drew|▁them|▁a|▁bell|.,"[-4.20621395111084, -8.149316787719727, -0.1051994040608406, -8.610369682312012, -8.316459655761719, -3.454176902770996, -9.490891456604004, -2.1904726028442383]"
a mother drew a crystal for us .,PD,DRAW,A,for,-47.74042892456055,▁A|▁mother|▁drew|▁a|▁cry|stal|▁for|▁us|.,"[-4.20621395111084, -7.542549133300781, -10.926482200622559, -1.3397160768508911, -8.341954231262207, -1.99782133102417, -5.685454845428467, -5.923506259918213, -1.7767283916473389]"
a mother drew us a crystal .,DO,DRAW,A,for,-44.92903900146485,▁A|▁mother|▁drew|▁us|▁a|▁cry|stal|.,"[-4.20621395111084, -7.542549133300781, -10.926480293273926, -6.82553768157959, -1.4766768217086792, -7.977757453918457, -0.7588669061660767, -5.214956283569336]"
a champion drew a bottle for him .,PD,DRAW,A,for,-49.664817810058594,▁A|▁champion|▁drew|▁a|▁bott|le|▁for|▁him|.,"[-4.20621395111084, -9.701070785522461, -12.576513290405273, -1.9471012353897095, -8.473978042602539, -0.012090609408915043, -5.634818077087402, -5.240710258483887, -1.8723220825195312]"
a champion drew him a bottle .,DO,DRAW,A,for,-48.08851623535156,▁A|▁champion|▁drew|▁him|▁a|▁bott|le|.,"[-4.20621395111084, -9.701070785522461, -12.576512336730957, -6.404126167297363, -4.440383434295654, -7.127131938934326, -0.004366388078778982, -3.6287083625793457]"
a mother drew an iron for us .,PD,DRAW,A,for,-46.01043319702149,▁A|▁mother|▁drew|▁an|▁iron|▁for|▁us|.,"[-4.20621395111084, -7.542549133300781, -10.926480293273926, -3.831784963607788, -7.018956184387207, -4.587428092956543, -6.188391208648682, -1.7086260318756104]"
a mother drew us an iron .,DO,DRAW,A,for,-46.13533782958984,▁A|▁mother|▁drew|▁us|▁an|▁iron|.,"[-4.20621395111084, -7.542549133300781, -10.926482200622559, -6.825536727905273, -4.613816261291504, -8.273919105529785, -3.746821641921997]"
a priest drew a key for us .,PD,DRAW,A,for,-43.16294479370117,▁A|▁priest|▁drew|▁a|▁key|▁for|▁us|.,"[-4.20621395111084, -9.170948028564453, -10.320089340209961, -1.2859387397766113, -8.126720428466797, -4.188009262084961, -3.8744022846221924, -1.9906227588653564]"
a priest drew us a key .,DO,DRAW,A,for,-42.26780700683594,▁A|▁priest|▁drew|▁us|▁a|▁key|.,"[-4.20621395111084, -9.170948028564453, -10.320090293884277, -5.766107559204102, -2.4673666954040527, -7.810407638549805, -2.526672840118408]"
a brother drew a jacket for me .,PD,DRAW,A,for,-44.34054946899414,▁A|▁brother|▁drew|▁a|▁jack|et|▁for|▁me|.,"[-4.20621395111084, -9.949759483337402, -10.396285057067871, -1.752149224281311, -9.425209999084473, -1.5900144577026367, -3.007314443588257, -2.4664576053619385, -1.547145962715149]"
a brother drew me a jacket .,DO,DRAW,A,for,-44.13159942626953,▁A|▁brother|▁drew|▁me|▁a|▁jack|et|.,"[-4.20621395111084, -9.949759483337402, -10.396284103393555, -1.948006510734558, -4.0599775314331055, -9.9412841796875, -1.4870326519012451, -2.143037796020508]"
a candidate drew a flower for you .,PD,DRAW,A,for,-44.61259460449219,▁A|▁candidate|▁drew|▁a|▁flower|▁for|▁you|.,"[-4.20621395111084, -9.32246208190918, -11.851028442382812, -1.4789931774139404, -8.081384658813477, -3.559903621673584, -4.884483337402344, -1.2281301021575928]"
a candidate drew you a flower .,DO,DRAW,A,for,-45.56534576416016,▁A|▁candidate|▁drew|▁you|▁a|▁flower|.,"[-4.20621395111084, -9.32246208190918, -11.851029396057129, -8.40200424194336, -3.6760778427124023, -6.729326248168945, -1.3782323598861694]"
a reader drew a gun for you .,PD,DRAW,A,for,-45.31954193115234,▁A|▁reader|▁drew|▁a|▁gun|▁for|▁you|.,"[-4.20621395111084, -7.79705810546875, -7.454859733581543, -4.350064277648926, -7.345242500305176, -5.67410945892334, -6.959108352661133, -1.5328845977783203]"
a reader drew you a gun .,DO,DRAW,A,for,-43.03314971923828,▁A|▁reader|▁drew|▁you|▁a|▁gun|.,"[-4.20621395111084, -7.79705810546875, -7.454858779907227, -10.284383773803711, -3.1467995643615723, -8.78200626373291, -1.3618265390396118]"
a chief drew a telephone for you .,PD,DRAW,A,for,-48.183780670166016,▁A|▁chief|▁drew|▁a|▁tele|phone|▁for|▁you|.,"[-4.20621395111084, -10.093009948730469, -10.349072456359863, -1.8619654178619385, -10.367216110229492, -0.37481558322906494, -4.724761962890625, -4.925534248352051, -1.281193494796753]"
a chief drew you a telephone .,DO,DRAW,A,for,-50.173133850097656,▁A|▁chief|▁drew|▁you|▁a|▁tele|phone|.,"[-4.20621395111084, -10.093009948730469, -10.349075317382812, -7.332762718200684, -3.359389305114746, -10.705365180969238, -1.8903908729553223, -2.236924648284912]"
a worker drew a log for you .,PD,DRAW,A,for,-46.51112365722656,▁A|▁worker|▁drew|▁a|▁log|▁for|▁you|.,"[-4.20621395111084, -8.155519485473633, -11.03732967376709, -1.1972072124481201, -9.080998420715332, -4.219890594482422, -7.276551246643066, -1.3374137878417969]"
a worker drew you a log .,DO,DRAW,A,for,-45.60595703125,▁A|▁worker|▁drew|▁you|▁a|▁log|.,"[-4.20621395111084, -8.155519485473633, -11.03732967376709, -9.143284797668457, -1.0858070850372314, -8.938942909240723, -3.0388615131378174]"
a cousin drew a crystal for you .,PD,DRAW,A,for,-49.25877380371094,▁A|▁cousin|▁drew|▁a|▁cry|stal|▁for|▁you|.,"[-4.20621395111084, -10.634753227233887, -10.077367782592773, -2.4874191284179688, -9.90931224822998, -0.5149927735328674, -4.58442497253418, -5.454972743988037, -1.389318823814392]"
a cousin drew you a crystal .,DO,DRAW,A,for,-48.93642044067383,▁A|▁cousin|▁drew|▁you|▁a|▁cry|stal|.,"[-4.20621395111084, -10.634753227233887, -10.07736873626709, -7.725198745727539, -2.6310677528381348, -9.658426284790039, -0.31784701347351074, -3.6855416297912598]"
a nurse drew a newspaper for it .,PD,DRAW,A,for,-49.00642395019531,▁A|▁nur|se|▁drew|▁a|▁newspaper|▁for|▁it|.,"[-4.20621395111084, -8.149316787719727, -0.1051991879940033, -8.610368728637695, -2.183500289916992, -10.257174491882324, -5.006926536560059, -8.756784439086914, -1.730943202972412]"
a nurse drew it a newspaper .,DO,DRAW,A,for,-45.888427734375,▁A|▁nur|se|▁drew|▁it|▁a|▁newspaper|.,"[-4.20621395111084, -8.149316787719727, -0.1051994040608406, -8.610369682312012, -6.715109825134277, -5.879965305328369, -9.881989479064941, -2.3402645587921143]"
a woman drew a bag for them .,PD,DRAW,A,for,-43.4256591796875,▁A|▁woman|▁drew|▁a|▁bag|▁for|▁them|.,"[-4.20621395111084, -5.791562080383301, -9.63050651550293, -1.0940582752227783, -8.690399169921875, -4.390285491943359, -7.864083290100098, -1.7585538625717163]"
a woman drew them a bag .,DO,DRAW,A,for,-42.94047164916992,▁A|▁woman|▁drew|▁them|▁a|▁bag|.,"[-4.20621395111084, -5.791562080383301, -9.630505561828613, -8.256831169128418, -3.114687442779541, -8.394937515258789, -3.545731782913208]"
a nurse drew a knife for you .,PD,DRAW,A,for,-45.929466247558594,▁A|▁nur|se|▁drew|▁a|▁kn|ife|▁for|▁you|.,"[-4.20621395111084, -8.149316787719727, -0.1051991879940033, -8.610368728637695, -2.183499813079834, -7.949587821960449, -0.03343619778752327, -6.110206127166748, -6.881626605987549, -1.7000116109848022]"
a nurse drew you a knife .,DO,DRAW,A,for,-44.56650924682617,▁A|▁nur|se|▁drew|▁you|▁a|▁kn|ife|.,"[-4.20621395111084, -8.149316787719727, -0.1051991879940033, -8.610368728637695, -8.988905906677246, -1.5611118078231812, -10.406587600708008, -0.5636714696884155, -1.9751309156417847]"
a man drew a card for me .,PD,DRAW,A,for,-35.89701461791992,▁A|▁man|▁drew|▁a|▁card|▁for|▁me|.,"[-4.20621395111084, -5.117517471313477, -10.03745174407959, -0.913693368434906, -6.330402374267578, -3.890131711959839, -3.6516835689544678, -1.749923586845398]"
a man drew me a card .,DO,DRAW,A,for,-33.09055709838867,▁A|▁man|▁drew|▁me|▁a|▁card|.,"[-4.20621395111084, -5.117517471313477, -10.037452697753906, -4.916026592254639, -1.8027182817459106, -5.195981979370117, -1.8146449327468872]"
a winner drew a computer for us .,PD,DRAW,A,for,-47.46199035644531,▁A|▁winner|▁drew|▁a|▁computer|▁for|▁us|.,"[-4.20621395111084, -10.020166397094727, -10.92579460144043, -1.6782721281051636, -8.524763107299805, -4.814596176147461, -5.426046848297119, -1.8661363124847412]"
a winner drew us a computer .,DO,DRAW,A,for,-47.003665924072266,▁A|▁winner|▁drew|▁us|▁a|▁computer|.,"[-4.20621395111084, -10.020166397094727, -10.925795555114746, -6.028404712677002, -3.2337093353271484, -9.46801471710205, -3.1213622093200684]"
a parent drew an instrument for you .,PD,DRAW,A,for,-46.36041259765625,▁A|▁parent|▁drew|▁an|▁instrument|▁for|▁you|.,"[-4.20621395111084, -8.584930419921875, -10.676188468933105, -3.999664068222046, -9.637285232543945, -2.370086908340454, -5.130289077758789, -1.7557523250579834]"
a parent drew you an instrument .,DO,DRAW,A,for,-47.05986785888672,▁A|▁parent|▁drew|▁you|▁an|▁instrument|.,"[-4.20621395111084, -8.584930419921875, -10.676187515258789, -8.340682983398438, -4.607508659362793, -8.81856632232666, -1.8257765769958496]"
a colonel drew a bag for me .,PD,DRAW,A,for,-48.85055541992188,▁A|▁colon|el|▁drew|▁a|▁bag|▁for|▁me|.,"[-4.20621395111084, -10.312420845031738, -2.8497414588928223, -10.41383171081543, -1.9861170053482056, -8.38967514038086, -5.680977821350098, -3.332108497619629, -1.679471731185913]"
a colonel drew me a bag .,DO,DRAW,A,for,-47.09005355834961,▁A|▁colon|el|▁drew|▁me|▁a|▁bag|.,"[-4.20621395111084, -10.312420845031738, -2.849741220474243, -10.413832664489746, -3.3109307289123535, -3.4438259601593018, -8.705181121826172, -3.8479068279266357]"
a worker drew an engine for you .,PD,DRAW,A,for,-46.112754821777344,▁A|▁worker|▁drew|▁an|▁engine|▁for|▁you|.,"[-4.20621395111084, -8.155519485473633, -11.03732967376709, -3.725477933883667, -8.957474708557129, -2.9770593643188477, -5.8457136154174805, -1.2079665660858154]"
a worker drew you an engine .,DO,DRAW,A,for,-46.58717346191406,▁A|▁worker|▁drew|▁you|▁an|▁engine|.,"[-4.20621395111084, -8.155519485473633, -11.03732967376709, -9.143284797668457, -3.9814884662628174, -8.371269226074219, -1.6920685768127441]"
a cousin drew a camera for us .,PD,DRAW,A,for,-45.22002029418945,▁A|▁cousin|▁drew|▁a|▁camera|▁for|▁us|.,"[-4.20621395111084, -10.634753227233887, -10.07736873626709, -2.487419366836548, -10.144214630126953, -2.5641872882843018, -3.3839879035949707, -1.7218785285949707]"
a cousin drew us a camera .,DO,DRAW,A,for,-45.64835357666016,▁A|▁cousin|▁drew|▁us|▁a|▁camera|.,"[-4.20621395111084, -10.634753227233887, -10.077367782592773, -4.884782791137695, -1.7789254188537598, -11.971829414367676, -2.094486713409424]"
the friend drew the log for him .,PD,DRAW,THE,for,-45.66844177246094,▁The|▁friend|▁drew|▁the|▁log|▁for|▁him|.,"[-3.6788957118988037, -10.810134887695312, -9.631072998046875, -2.596468687057495, -9.47642707824707, -5.35836124420166, -2.877777099609375, -1.239303708076477]"
the friend drew him the log .,DO,DRAW,THE,for,-47.21379852294922,▁The|▁friend|▁drew|▁him|▁the|▁log|.,"[-3.6788957118988037, -10.810134887695312, -9.631070137023926, -3.5825304985046387, -5.290060043334961, -9.244391441345215, -4.976713180541992]"
the attorney drew the telephone for me .,PD,DRAW,THE,for,-49.72164916992188,▁The|▁att|orney|▁drew|▁the|▁tele|phone|▁for|▁me|.,"[-3.6788957118988037, -8.948784828186035, -1.8549704551696777, -10.109617233276367, -2.3321714401245117, -9.456157684326172, -0.2714144289493561, -7.573760986328125, -4.127748489379883, -1.3681252002716064]"
the attorney drew me the telephone .,DO,DRAW,THE,for,-47.46338272094727,▁The|▁att|orney|▁drew|▁me|▁the|▁tele|phone|.,"[-3.6788957118988037, -8.948784828186035, -1.8549704551696777, -10.109617233276367, -4.590860843658447, -4.8309783935546875, -10.145394325256348, -0.40787509083747864, -2.8960046768188477]"
the leader drew the telephone for you .,PD,DRAW,THE,for,-51.14282989501953,▁The|▁leader|▁drew|▁the|▁tele|phone|▁for|▁you|.,"[-3.6788957118988037, -9.022970199584961, -11.331871032714844, -2.0345563888549805, -9.867610931396484, -0.6080095171928406, -7.318943977355957, -5.031123161315918, -2.2488505840301514]"
the leader drew you the telephone .,DO,DRAW,THE,for,-50.11774826049805,▁The|▁leader|▁drew|▁you|▁the|▁tele|phone|.,"[-3.6788957118988037, -9.022970199584961, -11.331869125366211, -7.322812557220459, -5.542705535888672, -10.292558670043945, -0.6878630518913269, -2.238074779510498]"
