ppo,pdo,tpo,tdo
the employee brought the wire to her .,the employee brought her the wire .,a student purchased a crystal for them .,a student purchased them a crystal .
the friend threw the anchor to me .,the friend threw me the anchor .,a student purchased a crystal for me .,a student purchased me a crystal .
the uncle supplied the pie to you .,the uncle supplied you the pie .,a student purchased a crystal for you .,a student purchased you a crystal .
the secretary brought the beer to me .,the secretary brought me the beer .,a student purchased a crystal for it .,a student purchased it a crystal .
the boy sent the beer to you .,the boy sent you the beer .,a student purchased a crystal for us .,a student purchased us a crystal .
the minister showed the chicken to him .,the minister showed him the chicken .,a student purchased a crystal for him .,a student purchased him a crystal .
the colonel threw the motor to them .,the colonel threw them the motor .,a student purchased a crystal for them .,a student purchased them a crystal .
the husband showed the coffee to us .,the husband showed us the coffee .,a student purchased a crystal for her .,a student purchased her a crystal .
the writer promised the salad to them .,the writer promised them the salad .,a student purchased a crystal for you .,a student purchased you a crystal .
a chief fed a pie to you .,a chief fed you a pie .,the guy made the ball for him .,the guy made him the ball .
a captain promised a candy to it .,a captain promised it a candy .,the guy made the ball for him .,the guy made him the ball .
a soldier gave a pie to him .,a soldier gave him a pie .,the guy made the ball for you .,the guy made you the ball .
a parent promised a machine to us .,a parent promised us a machine .,the guy made the ball for you .,the guy made you the ball .
a soldier took a knife to them .,a soldier took them a knife .,the guy made the ball for me .,the guy made me the ball .
a bishop took a bell to me .,a bishop took me a bell .,the guy made the ball for him .,the guy made him the ball .
a princess supplied a tea to you .,a princess supplied you a tea .,the guy made the ball for us .,the guy made us the ball .
a sheriff showed a flower to you .,a sheriff showed you a flower .,the guy made the ball for you .,the guy made you the ball .
a nurse promised a candy to me .,a nurse promised me a candy .,the guy made the ball for you .,the guy made you the ball .
an actress fed a chocolate to him .,an actress fed him a chocolate .,the guy made the ball for it .,the guy made it the ball .
a prince left a chicken for you .,a prince left you a chicken .,the pilot sold the tea to her .,the pilot sold her the tea .
a husband caught a computer for them .,a husband caught them a computer .,the pilot sold the tea to them .,the pilot sold them the tea .
an uncle left a candy for us .,an uncle left us a candy .,the pilot sold the tea to me .,the pilot sold me the tea .
a mayor kept a beer for them .,a mayor kept them a beer .,the pilot sold the tea to me .,the pilot sold me the tea .
a singer found a pie for you .,a singer found you a pie .,the pilot sold the tea to you .,the pilot sold you the tea .
an employer found a juice for you .,an employer found you a juice .,the pilot sold the tea to you .,the pilot sold you the tea .
a guest left a salad for us .,a guest left us a salad .,the pilot sold the tea to you .,the pilot sold you the tea .
a business designed a machine for him .,a business designed him a machine .,the pilot sold the tea to me .,the pilot sold me the tea .
a king designed a telephone for you .,a king designed you a telephone .,the pilot sold the tea to you .,the pilot sold you the tea .
an opponent saved a wire for you .,an opponent saved you a wire .,the pilot sold the tea to us .,the pilot sold us the tea .
the son made the wire for me .,the son made me the wire .,an opponent took a glass to him .,an opponent took him a glass .
the lawyer caught the knife for us .,the lawyer caught us the knife .,an opponent took a glass to us .,an opponent took us a glass .
the woman found the pie for you .,the woman found you the pie .,an opponent took a glass to it .,an opponent took it a glass .
the champion made the television for us .,the champion made us the television .,an opponent took a glass to them .,an opponent took them a glass .
the mother drew the anchor for me .,the mother drew me the anchor .,an opponent took a glass to them .,an opponent took them a glass .
the student purchased the coffee for it .,the student purchased it the coffee .,an opponent took a glass to him .,an opponent took him a glass .
the pilot drew the bell for them .,the pilot drew them the bell .,an opponent took a glass to him .,an opponent took him a glass .
the lady drew the telephone for me .,the lady drew me the telephone .,an opponent took a glass to me .,an opponent took me a glass .
the winner made the motor for her .,the winner made her the motor .,an opponent took a glass to you .,an opponent took you a glass .
the mayor purchased the bell for me .,the mayor purchased me the bell .,an opponent took a glass to me .,an opponent took me a glass .
the business designed the newspaper for it .,the business designed it the newspaper .,a princess brought a candy to us .,a princess brought us a candy .
the president caught the wire for you .,the president caught you the wire .,a princess brought a candy to them .,a princess brought them a candy .
the guy bought the tea for them .,the guy bought them the tea .,a princess brought a candy to you .,a princess brought you a candy .
the employee found the computer for us .,the employee found us the computer .,a princess brought a candy to you .,a princess brought you a candy .
the actress found the instrument for him .,the actress found him the instrument .,a princess brought a candy to you .,a princess brought you a candy .
the actress found the newspaper for him .,the actress found him the newspaper .,a princess brought a candy to you .,a princess brought you a candy .
the hero kept the anchor for you .,the hero kept you the anchor .,a princess brought a candy to you .,a princess brought you a candy .
the employer saved the telephone for you .,the employer saved you the telephone .,a princess brought a candy to us .,a princess brought us a candy .
the mother drew the bowl for you .,the mother drew you the bowl .,a princess brought a candy to us .,a princess brought us a candy .
the colonel saved the crystal for him .,the colonel saved him the crystal .,a princess brought a candy to me .,a princess brought me a candy .
