text,structure,verb,det,prep,tokens,log_prob_tokens,log_prob
a writer drew a motor for a professor .,PD,DRAW,A,for,"['A', ' writer', ' drew', ' a', ' motor', ' for', ' a', ' professor', '.']","[-4.116546, -7.9830565, -10.764386, -1.5949882, -10.812075, -6.125626, -1.4124727, -8.707203, -2.5267713]",-54.043121337890625
a writer drew a professor a motor .,DO,DRAW,A,for,"['A', ' writer', ' drew', ' a', ' professor', ' a', ' motor', '.']","[-4.116546, -7.9830565, -10.764386, -1.5949882, -11.349184, -4.227228, -11.191505, -4.77795]",-56.00484085083008
an opponent drew a card for a band .,PD,DRAW,A,for,"['An', ' opponent', ' drew', ' a', ' card', ' for', ' a', ' band', '.']","[-6.034515, -10.341585, -10.0676985, -1.2817907, -2.618443, -3.0330656, -3.2858741, -9.142827, -4.543767]",-50.34956359863281
an opponent drew a band a card .,DO,DRAW,A,for,"['An', ' opponent', ' drew', ' a', ' band', ' a', ' card', '.']","[-6.034515, -10.341585, -10.0676985, -1.2817907, -9.895786, -8.388982, -4.5912685, -2.6287467]",-53.230369567871094
a nurse drew a bell for a corporation .,PD,DRAW,A,for,"['A', ' nurse', ' drew', ' a', ' bell', ' for', ' a', ' corporation', '.']","[-4.116546, -8.151026, -8.0048485, -2.015434, -10.22444, -3.1664467, -2.1026661, -12.621185, -2.581803]",-52.98439407348633
a nurse drew a corporation a bell .,DO,DRAW,A,for,"['A', ' nurse', ' drew', ' a', ' corporation', ' a', ' bell', '.']","[-4.116546, -8.151026, -8.0048485, -2.015434, -14.9239025, -5.9061813, -9.515318, -2.9395344]",-55.57278823852539
a mother drew a crystal for a colonel .,PD,DRAW,A,for,"['A', ' mother', ' drew', ' a', ' crystal', ' for', ' a', ' colon', 'el', '.']","[-4.116546, -7.195947, -10.083343, -1.6013176, -10.663199, -6.4981437, -2.6023142, -10.103679, -3.310637, -2.450699]",-58.62582778930664
a mother drew a colonel a crystal .,DO,DRAW,A,for,"['A', ' mother', ' drew', ' a', ' colon', 'el', ' a', ' crystal', '.']","[-4.116546, -7.195947, -10.083343, -1.6013176, -11.731559, -3.9524093, -6.2647943, -10.253078, -4.235679]",-59.43467330932617
a champion drew a bottle for a band .,PD,DRAW,A,for,"['A', ' champion', ' drew', ' a', ' bottle', ' for', ' a', ' band', '.']","[-4.116546, -9.528955, -12.635386, -1.8510382, -7.5987377, -4.958165, -2.026555, -8.683041, -3.127944]",-54.5263671875
a champion drew a band a bottle .,DO,DRAW,A,for,"['A', ' champion', ' drew', ' a', ' band', ' a', ' bottle', '.']","[-4.116546, -9.528955, -12.635386, -1.8510382, -9.0753, -7.9412804, -8.342375, -3.338768]",-56.82965087890625
a mother drew an iron for a corporation .,PD,DRAW,A,for,"['A', ' mother', ' drew', ' an', ' iron', ' for', ' a', ' corporation', '.']","[-4.116546, -7.195947, -10.083343, -4.0231924, -7.969215, -6.8774996, -2.5714185, -11.615006, -2.6874416]",-57.139610290527344
a mother drew a corporation an iron .,DO,DRAW,A,for,"['A', ' mother', ' drew', ' a', ' corporation', ' an', ' iron', '.']","[-4.116546, -7.195947, -10.083343, -1.6013176, -13.256949, -7.759836, -6.94958, -4.965995]",-55.92951583862305
a priest drew a key for a company .,PD,DRAW,A,for,"['A', ' priest', ' drew', ' a', ' key', ' for', ' a', ' company', '.']","[-4.116546, -9.1471195, -9.971344, -1.3910421, -7.9288588, -5.03023, -2.0062356, -7.898246, -3.6625657]",-51.152191162109375
a priest drew a company a key .,DO,DRAW,A,for,"['A', ' priest', ' drew', ' a', ' company', ' a', ' key', '.']","[-4.116546, -9.1471195, -9.971344, -1.3910421, -11.796046, -6.5478144, -8.042795, -4.5909963]",-55.60370635986328
a brother drew a jacket for a business .,PD,DRAW,A,for,"['A', ' brother', ' drew', ' a', ' jacket', ' for', ' a', ' business', '.']","[-4.116546, -9.735987, -10.597636, -2.4998987, -10.254736, -1.6432768, -2.4296331, -6.862075, -3.3246477]",-51.464439392089844
a brother drew a business a jacket .,DO,DRAW,A,for,"['A', ' brother', ' drew', ' a', ' business', ' a', ' jacket', '.']","[-4.116546, -9.735987, -10.597636, -2.4998987, -8.789892, -7.531105, -9.9119425, -3.1149879]",-56.29799270629883
a candidate drew a flower for a student .,PD,DRAW,A,for,"['A', ' candidate', ' drew', ' a', ' flower', ' for', ' a', ' student', '.']","[-4.116546, -9.020166, -11.545766, -1.3296106, -7.797078, -4.2036023, -1.8859448, -5.5605326, -3.353766]",-48.813011169433594
a candidate drew a student a flower .,DO,DRAW,A,for,"['A', ' candidate', ' drew', ' a', ' student', ' a', ' flower', '.']","[-4.116546, -9.020166, -11.545766, -1.3296106, -9.172078, -7.0824637, -5.297661, -2.7153664]",-50.279659271240234
a reader drew a gun for an employer .,PD,DRAW,A,for,"['A', ' reader', ' drew', ' a', ' gun', ' for', ' an', ' employer', '.']","[-4.116546, -7.615869, -8.296877, -5.1366034, -8.956638, -6.1084375, -4.1329393, -7.1612487, -3.0761116]",-54.60126876831055
a reader drew an employer a gun .,DO,DRAW,A,for,"['A', ' reader', ' drew', ' an', ' employer', ' a', ' gun', '.']","[-4.116546, -7.615869, -8.296877, -6.613166, -11.812178, -8.903174, -8.893763, -2.7383955]",-58.989967346191406
a chief drew a telephone for an army .,PD,DRAW,A,for,"['A', ' chief', ' drew', ' a', ' telephone', ' for', ' an', ' army', '.']","[-4.116546, -9.809229, -12.887529, -1.7283174, -10.198052, -4.8580236, -3.7595677, -6.312355, -4.4507327]",-58.12035369873047
a chief drew an army a telephone .,DO,DRAW,A,for,"['A', ' chief', ' drew', ' an', ' army', ' a', ' telephone', '.']","[-4.116546, -9.809229, -12.887529, -4.0017548, -4.9964156, -6.7023973, -11.927306, -3.6147401]",-58.05591583251953
a worker drew a log for a company .,PD,DRAW,A,for,"['A', ' worker', ' drew', ' a', ' log', ' for', ' a', ' company', '.']","[-4.116546, -8.846338, -11.555691, -1.1307645, -10.277724, -4.1138396, -1.3945932, -4.8456655, -3.1209397]",-49.402099609375
a worker drew a company a log .,DO,DRAW,A,for,"['A', ' worker', ' drew', ' a', ' company', ' a', ' log', '.']","[-4.116546, -8.846338, -11.555691, -1.1307645, -7.894912, -7.86705, -9.034347, -4.328023]",-54.7736701965332
a cousin drew a crystal for a band .,PD,DRAW,A,for,"['A', ' cousin', ' drew', ' a', ' crystal', ' for', ' a', ' band', '.']","[-4.116546, -10.5689945, -10.102589, -2.5013642, -10.5074415, -4.447324, -3.2253354, -7.734027, -3.238315]",-56.441932678222656
a cousin drew a band a crystal .,DO,DRAW,A,for,"['A', ' cousin', ' drew', ' a', ' band', ' a', ' crystal', '.']","[-4.116546, -10.5689945, -10.102589, -2.5013642, -8.907832, -7.1382103, -11.141663, -3.9924567]",-58.46965789794922
a nurse drew a newspaper for a business .,PD,DRAW,A,for,"['A', ' nurse', ' drew', ' a', ' newspaper', ' for', ' a', ' business', '.']","[-4.116546, -8.151026, -8.0048485, -2.015434, -10.63069, -4.7303376, -1.7145158, -9.025399, -3.9264345]",-52.31523132324219
a nurse drew a business a newspaper .,DO,DRAW,A,for,"['A', ' nurse', ' drew', ' a', ' business', ' a', ' newspaper', '.']","[-4.116546, -8.151026, -8.0048485, -2.015434, -10.322096, -8.047389, -9.171402, -3.7653527]",-53.59409713745117
a woman drew a bag for a cousin .,PD,DRAW,A,for,"['A', ' woman', ' drew', ' a', ' bag', ' for', ' a', ' cousin', '.']","[-4.116546, -5.4654784, -10.298116, -1.2136582, -8.561739, -5.119994, -1.7349988, -9.9566555, -3.3033185]",-49.7705078125
a woman drew a cousin a bag .,DO,DRAW,A,for,"['A', ' woman', ' drew', ' a', ' cousin', ' a', ' bag', '.']","[-4.116546, -5.4654784, -10.298116, -1.2136582, -12.557833, -6.855563, -8.467127, -4.690412]",-53.664730072021484
a nurse drew a knife for an administration .,PD,DRAW,A,for,"['A', ' nurse', ' drew', ' a', ' knife', ' for', ' an', ' administration', '.']","[-4.116546, -8.151026, -8.0048485, -2.015434, -6.7947526, -5.9037304, -4.0236716, -10.201987, -3.839529]",-53.0515251159668
a nurse drew an administration a knife .,DO,DRAW,A,for,"['A', ' nurse', ' drew', ' an', ' administration', ' a', ' knife', '.']","[-4.116546, -8.151026, -8.0048485, -4.257622, -9.05229, -8.758131, -11.117407, -3.5408247]",-56.998695373535156
a man drew a card for an attorney .,PD,DRAW,A,for,"['A', ' man', ' drew', ' a', ' card', ' for', ' an', ' attorney', '.']","[-4.116546, -4.836572, -10.173105, -0.5766417, -7.9861193, -3.4689565, -4.002014, -6.441834, -2.4869804]",-44.088768005371094
a man drew an attorney a card .,DO,DRAW,A,for,"['A', ' man', ' drew', ' an', ' attorney', ' a', ' card', '.']","[-4.116546, -4.836572, -10.173105, -3.318829, -8.106085, -6.1689305, -5.4453077, -3.5250847]",-45.69046401977539
a winner drew a computer for an employee .,PD,DRAW,A,for,"['A', ' winner', ' drew', ' a', ' computer', ' for', ' an', ' employee', '.']","[-4.116546, -9.45083, -11.593612, -2.416671, -9.83444, -4.9964585, -3.780573, -6.204999, -2.6965551]",-55.0906867980957
a winner drew an employee a computer .,DO,DRAW,A,for,"['A', ' winner', ' drew', ' an', ' employee', ' a', ' computer', '.']","[-4.116546, -9.45083, -11.593612, -4.9869833, -7.275613, -6.199907, -8.775735, -3.3572962]",-55.75651931762695
a parent drew an instrument for an army .,PD,DRAW,A,for,"['A', ' parent', ' drew', ' an', ' instrument', ' for', ' an', ' army', '.']","[-4.116546, -8.826807, -10.550822, -4.3318787, -9.742815, -2.742905, -4.358052, -8.085174, -3.4137423]",-56.16874313354492
a parent drew an army an instrument .,DO,DRAW,A,for,"['A', ' parent', ' drew', ' an', ' army', ' an', ' instrument', '.']","[-4.116546, -8.826807, -10.550822, -4.3318787, -7.8756275, -9.856225, -9.339061, -3.7784286]",-58.67539596557617
a colonel drew a bag for a corporation .,PD,DRAW,A,for,"['A', ' colon', 'el', ' drew', ' a', ' bag', ' for', ' a', ' corporation', '.']","[-4.116546, -10.748194, -2.8993, -10.758518, -1.6759079, -9.85438, -4.6306467, -2.1392756, -9.706702, -2.501044]",-59.03050994873047
a colonel drew a corporation a bag .,DO,DRAW,A,for,"['A', ' colon', 'el', ' drew', ' a', ' corporation', ' a', ' bag', '.']","[-4.116546, -10.748194, -2.8993, -10.758518, -1.6759079, -12.168833, -5.2223864, -8.783118, -3.1659951]",-59.53879928588867
a worker drew an engine for a business .,PD,DRAW,A,for,"['A', ' worker', ' drew', ' an', ' engine', ' for', ' a', ' business', '.']","[-4.116546, -8.846338, -11.555691, -3.419827, -7.883376, -3.6804519, -1.0060136, -6.9814405, -3.2992113]",-50.78889465332031
a worker drew a business an engine .,DO,DRAW,A,for,"['A', ' worker', ' drew', ' a', ' business', ' an', ' engine', '.']","[-4.116546, -8.846338, -11.555691, -1.1307645, -9.426162, -9.635028, -8.816463, -3.8947687]",-57.42176055908203
a cousin drew a camera for an army .,PD,DRAW,A,for,"['A', ' cousin', ' drew', ' a', ' camera', ' for', ' an', ' army', '.']","[-4.116546, -10.5689945, -10.102589, -2.5013642, -9.989863, -3.6605484, -4.2984967, -7.8093987, -4.097231]",-57.1450309753418
a cousin drew an army a camera .,DO,DRAW,A,for,"['A', ' cousin', ' drew', ' an', ' army', ' a', ' camera', '.']","[-4.116546, -10.5689945, -10.102589, -4.516989, -7.121669, -6.8458915, -10.729536, -3.1759334]",-57.17814636230469
the friend drew the log for the professor .,PD,DRAW,THE,for,"['The', ' friend', ' drew', ' the', ' log', ' for', ' the', ' professor', '.']","[-3.1868587, -10.459236, -10.304854, -1.9644618, -9.4205475, -3.8108642, -1.3980167, -8.98104, -2.0481262]",-51.57400894165039
the friend drew the professor the log .,DO,DRAW,THE,for,"['The', ' friend', ' drew', ' the', ' professor', ' the', ' log', '.']","[-3.1868587, -10.459236, -10.304854, -1.9644618, -8.463516, -5.942472, -9.761623, -3.5590706]",-53.642093658447266
the attorney drew the telephone for the company .,PD,DRAW,THE,for,"['The', ' attorney', ' drew', ' the', ' telephone', ' for', ' the', ' company', '.']","[-3.1868587, -9.6525955, -10.556158, -2.160634, -9.752694, -5.5367985, -1.5382066, -6.292555, -2.6565375]",-51.333038330078125
the attorney drew the company the telephone .,DO,DRAW,THE,for,"['The', ' attorney', ' drew', ' the', ' company', ' the', ' telephone', '.']","[-3.1868587, -9.6525955, -10.556158, -2.160634, -7.889413, -6.0887938, -9.480789, -3.0552201]",-52.070465087890625
the leader drew the telephone for the company .,PD,DRAW,THE,for,"['The', ' leader', ' drew', ' the', ' telephone', ' for', ' the', ' company', '.']","[-3.1868587, -8.785408, -12.733103, -2.104354, -11.499413, -5.5990853, -1.615733, -5.9582157, -2.6530378]",-54.13520812988281
the leader drew the company the telephone .,DO,DRAW,THE,for,"['The', ' leader', ' drew', ' the', ' company', ' the', ' telephone', '.']","[-3.1868587, -8.785408, -12.733103, -2.104354, -6.515038, -6.84904, -10.262773, -2.8342614]",-53.270835876464844
the girl drew the instrument for the administration .,PD,DRAW,THE,for,"['The', ' girl', ' drew', ' the', ' instrument', ' for', ' the', ' administration', '.']","[-3.1868587, -8.594002, -9.257107, -2.3076181, -9.7237835, -5.0997057, -1.4082348, -8.197254, -5.247752]",-53.022315979003906
the girl drew the administration the instrument .,DO,DRAW,THE,for,"['The', ' girl', ' drew', ' the', ' administration', ' the', ' instrument', '.']","[-3.1868587, -8.594002, -9.257107, -2.3076181, -13.811979, -6.400377, -9.790529, -3.3147717]",-56.663238525390625
the employer drew the telephone for the actress .,PD,DRAW,THE,for,"['The', ' employer', ' drew', ' the', ' telephone', ' for', ' the', ' actress', '.']","[-3.1868587, -10.64576, -11.399474, -1.7188377, -11.517034, -4.942232, -1.4202878, -9.763285, -2.6915894]",-57.28535461425781
the employer drew the actress the telephone .,DO,DRAW,THE,for,"['The', ' employer', ' drew', ' the', ' actress', ' the', ' telephone', '.']","[-3.1868587, -10.64576, -11.399474, -1.7188377, -12.226018, -7.1124554, -10.418179, -3.2346396]",-59.942222595214844
the hero drew the machine for the corporation .,PD,DRAW,THE,for,"['The', ' hero', ' drew', ' the', ' machine', ' for', ' the', ' corporation', '.']","[-3.1868587, -9.926033, -11.134512, -2.253284, -8.142453, -6.4381485, -1.3998361, -9.65796, -2.0087247]",-54.14781188964844
the hero drew the corporation the machine .,DO,DRAW,THE,for,"['The', ' hero', ' drew', ' the', ' corporation', ' the', ' machine', '.']","[-3.1868587, -9.926033, -11.134512, -2.253284, -13.860318, -5.333396, -8.263527, -2.9266777]",-56.88460922241211
the father drew the bell for the employer .,PD,DRAW,THE,for,"['The', ' father', ' drew', ' the', ' bell', ' for', ' the', ' employer', '.']","[-3.1868587, -8.806892, -9.958165, -1.8548079, -8.636684, -5.0265484, -1.2116483, -12.16609, -2.3719256]",-53.21961975097656
the father drew the employer the bell .,DO,DRAW,THE,for,"['The', ' father', ' drew', ' the', ' employer', ' the', ' bell', '.']","[-3.1868587, -8.806892, -9.958165, -1.8548079, -12.417934, -5.95989, -9.073901, -3.0596986]",-54.31814956665039
the guy drew the iron for the champion .,PD,DRAW,THE,for,"['The', ' guy', ' drew', ' the', ' iron', ' for', ' the', ' champion', '.']","[-3.1868587, -8.6994705, -10.045489, -2.1183476, -8.880236, -5.292005, -1.5624264, -9.485464, -2.0276244]",-51.29792022705078
the guy drew the champion the iron .,DO,DRAW,THE,for,"['The', ' guy', ' drew', ' the', ' champion', ' the', ' iron', '.']","[-3.1868587, -8.6994705, -10.045489, -2.1183476, -9.99547, -5.6337347, -10.494834, -4.739575]",-54.91378402709961
the bishop drew the bell for the student .,PD,DRAW,THE,for,"['The', ' bishop', ' drew', ' the', ' bell', ' for', ' the', ' student', '.']","[-3.1868587, -11.176033, -8.789083, -1.9983062, -7.9427786, -4.624332, -1.2954714, -9.071045, -3.9580956]",-52.0420036315918
the bishop drew the student the bell .,DO,DRAW,THE,for,"['The', ' bishop', ' drew', ' the', ' student', ' the', ' bell', '.']","[-3.1868587, -11.176033, -8.789083, -1.9983062, -8.755279, -7.4968257, -8.113022, -2.8710454]",-52.386451721191406
the nurse drew the log for the physician .,PD,DRAW,THE,for,"['The', ' nurse', ' drew', ' the', ' log', ' for', ' the', ' physician', '.']","[-3.1868587, -10.127205, -7.52711, -1.8105446, -10.44249, -4.17404, -1.0128573, -7.288925, -2.188971]",-47.759002685546875
the nurse drew the physician the log .,DO,DRAW,THE,for,"['The', ' nurse', ' drew', ' the', ' physician', ' the', ' log', '.']","[-3.1868587, -10.127205, -7.52711, -1.8105446, -9.340927, -7.2267704, -9.055651, -3.8504012]",-52.12547302246094
the champion drew the knife for the uncle .,PD,DRAW,THE,for,"['The', ' champion', ' drew', ' the', ' knife', ' for', ' the', ' uncle', '.']","[-3.1868587, -10.9338455, -9.453725, -2.0865393, -9.5006, -5.9902763, -0.875365, -11.522353, -3.336888]",-56.886451721191406
the champion drew the uncle the knife .,DO,DRAW,THE,for,"['The', ' champion', ' drew', ' the', ' uncle', ' the', ' knife', '.']","[-3.1868587, -10.9338455, -9.453725, -2.0865393, -13.041127, -5.723129, -8.689511, -2.6604187]",-55.77515411376953
the captain drew the guitar for the corporation .,PD,DRAW,THE,for,"['The', ' captain', ' drew', ' the', ' guitar', ' for', ' the', ' corporation', '.']","[-3.1868587, -10.051033, -9.280446, -2.1457548, -10.4765625, -6.2717648, -1.4823909, -11.667545, -2.138483]",-56.70083999633789
the captain drew the corporation the guitar .,DO,DRAW,THE,for,"['The', ' captain', ' drew', ' the', ' corporation', ' the', ' guitar', '.']","[-3.1868587, -10.051033, -9.280446, -2.1457548, -12.619141, -6.1420145, -10.83506, -2.509747]",-56.77005386352539
the father drew the card for the guy .,PD,DRAW,THE,for,"['The', ' father', ' drew', ' the', ' card', ' for', ' the', ' guy', '.']","[-3.1868587, -8.806892, -9.958165, -1.8548079, -7.039028, -2.7624052, -1.4186866, -8.907191, -2.5496192]",-46.4836540222168
the father drew the guy the card .,DO,DRAW,THE,for,"['The', ' father', ' drew', ' the', ' guy', ' the', ' card', '.']","[-3.1868587, -8.806892, -9.958165, -1.8548079, -9.097622, -6.8631725, -6.111406, -2.736485]",-48.61540603637695
the employee drew the motor for the son .,PD,DRAW,THE,for,"['The', ' employee', ' drew', ' the', ' motor', ' for', ' the', ' son', '.']","[-3.1868587, -9.894783, -10.544817, -1.5793141, -8.76695, -6.225672, -1.250637, -9.72216, -3.4988637]",-54.6700553894043
the employee drew the son the motor .,DO,DRAW,THE,for,"['The', ' employee', ' drew', ' the', ' son', ' the', ' motor', '.']","[-3.1868587, -9.894783, -10.544817, -1.5793141, -10.847028, -7.0735598, -9.144441, -4.2838984]",-56.55469512939453
