text,structure,verb,det,prep
the scientist kept the anchor for them .,PD,KEEP,THE,for
the scientist kept them the anchor .,DO,KEEP,THE,for
the child kept the beer for him .,PD,KEEP,THE,for
the child kept him the beer .,DO,KEEP,THE,for
the doctor kept the juice for you .,PD,KEEP,THE,for
the doctor kept you the juice .,DO,KEEP,THE,for
a candidate left a log for you .,PD,LEAVE,A,for
a candidate left you a log .,DO,LEAVE,A,for
a prince left a meal for him .,PD,LEAVE,A,for
a prince left him a meal .,DO,LEAVE,A,for
a mayor left a pie for her .,PD,LEAVE,A,for
a mayor left her a pie .,DO,LEAVE,A,for
a husband left a candy for her .,PD,LEAVE,A,for
a husband left her a candy .,DO,LEAVE,A,for
a cop left a candy for you .,PD,LEAVE,A,for
a cop left you a candy .,DO,LEAVE,A,for
a student left a gun for me .,PD,LEAVE,A,for
a student left me a gun .,DO,LEAVE,A,for
a singer left an anchor for him .,PD,LEAVE,A,for
a singer left him an anchor .,DO,LEAVE,A,for
a husband left a pie for him .,PD,LEAVE,A,for
a husband left him a pie .,DO,LEAVE,A,for
an employee left a coffee for them .,PD,LEAVE,A,for
an employee left them a coffee .,DO,LEAVE,A,for
a wife left a beer for them .,PD,LEAVE,A,for
a wife left them a beer .,DO,LEAVE,A,for
an attorney left an anchor for me .,PD,LEAVE,A,for
an attorney left me an anchor .,DO,LEAVE,A,for
a buddy left a flower for him .,PD,LEAVE,A,for
a buddy left him a flower .,DO,LEAVE,A,for
a father left a juice for them .,PD,LEAVE,A,for
a father left them a juice .,DO,LEAVE,A,for
a brother left a machine for you .,PD,LEAVE,A,for
a brother left you a machine .,DO,LEAVE,A,for
an aunt left a beer for me .,PD,LEAVE,A,for
an aunt left me a beer .,DO,LEAVE,A,for
a chief left a coffee for us .,PD,LEAVE,A,for
a chief left us a coffee .,DO,LEAVE,A,for
a king left a meal for us .,PD,LEAVE,A,for
a king left us a meal .,DO,LEAVE,A,for
a nurse left a cheese for you .,PD,LEAVE,A,for
a nurse left you a cheese .,DO,LEAVE,A,for
a student left a chicken for you .,PD,LEAVE,A,for
a student left you a chicken .,DO,LEAVE,A,for
a lawyer left a hat for us .,PD,LEAVE,A,for
a lawyer left us a hat .,DO,LEAVE,A,for
a soldier left a bell for it .,PD,LEAVE,A,for
a soldier left it a bell .,DO,LEAVE,A,for
a prince left a chicken for you .,PD,LEAVE,A,for
a prince left you a chicken .,DO,LEAVE,A,for
a champion left a cheese for it .,PD,LEAVE,A,for
a champion left it a cheese .,DO,LEAVE,A,for
a guest left a salad for me .,PD,LEAVE,A,for
a guest left me a salad .,DO,LEAVE,A,for
an adult left a beer for you .,PD,LEAVE,A,for
an adult left you a beer .,DO,LEAVE,A,for
the leader left the coat for you .,PD,LEAVE,THE,for
the leader left you the coat .,DO,LEAVE,THE,for
the actor left the beer for me .,PD,LEAVE,THE,for
the actor left me the beer .,DO,LEAVE,THE,for
the bishop left the juice for them .,PD,LEAVE,THE,for
the bishop left them the juice .,DO,LEAVE,THE,for
the boy left the bag for me .,PD,LEAVE,THE,for
the boy left me the bag .,DO,LEAVE,THE,for
the nurse left the camera for it .,PD,LEAVE,THE,for
the nurse left it the camera .,DO,LEAVE,THE,for
the opponent left the beer for it .,PD,LEAVE,THE,for
the opponent left it the beer .,DO,LEAVE,THE,for
the reader left the chicken for it .,PD,LEAVE,THE,for
the reader left it the chicken .,DO,LEAVE,THE,for
the husband left the telephone for you .,PD,LEAVE,THE,for
the husband left you the telephone .,DO,LEAVE,THE,for
the son left the juice for her .,PD,LEAVE,THE,for
the son left her the juice .,DO,LEAVE,THE,for
the reader left the log for him .,PD,LEAVE,THE,for
the reader left him the log .,DO,LEAVE,THE,for
the employee left the coffee for you .,PD,LEAVE,THE,for
the employee left you the coffee .,DO,LEAVE,THE,for
the husband left the meal for me .,PD,LEAVE,THE,for
the husband left me the meal .,DO,LEAVE,THE,for
the cousin left the chicken for you .,PD,LEAVE,THE,for
the cousin left you the chicken .,DO,LEAVE,THE,for
the aunt left the cigarette for us .,PD,LEAVE,THE,for
the aunt left us the cigarette .,DO,LEAVE,THE,for
the adult left the jacket for it .,PD,LEAVE,THE,for
the adult left it the jacket .,DO,LEAVE,THE,for
the candidate left the knife for him .,PD,LEAVE,THE,for
the candidate left him the knife .,DO,LEAVE,THE,for
the employer left the ball for me .,PD,LEAVE,THE,for
the employer left me the ball .,DO,LEAVE,THE,for
the physician left the tea for you .,PD,LEAVE,THE,for
the physician left you the tea .,DO,LEAVE,THE,for
the child left the beer for me .,PD,LEAVE,THE,for
the child left me the beer .,DO,LEAVE,THE,for
the colonel left the tea for me .,PD,LEAVE,THE,for
the colonel left me the tea .,DO,LEAVE,THE,for
the guest left the juice for you .,PD,LEAVE,THE,for
the guest left you the juice .,DO,LEAVE,THE,for
the doctor left the candy for us .,PD,LEAVE,THE,for
the doctor left us the candy .,DO,LEAVE,THE,for
the teacher left the chicken for you .,PD,LEAVE,THE,for
the teacher left you the chicken .,DO,LEAVE,THE,for
the adult left the juice for her .,PD,LEAVE,THE,for
the adult left her the juice .,DO,LEAVE,THE,for
the cousin left the cheese for us .,PD,LEAVE,THE,for
the cousin left us the cheese .,DO,LEAVE,THE,for
a writer made a crystal for you .,PD,MAKE,A,for
a writer made you a crystal .,DO,MAKE,A,for
a winner made an anchor for you .,PD,MAKE,A,for
a winner made you an anchor .,DO,MAKE,A,for
a lawyer made an engine for them .,PD,MAKE,A,for
a lawyer made them an engine .,DO,MAKE,A,for
a colonel made a computer for it .,PD,MAKE,A,for
a colonel made it a computer .,DO,MAKE,A,for
an uncle made a cigarette for me .,PD,MAKE,A,for
an uncle made me a cigarette .,DO,MAKE,A,for
a boy made a machine for us .,PD,MAKE,A,for
a boy made us a machine .,DO,MAKE,A,for
a child made a bag for them .,PD,MAKE,A,for
a child made them a bag .,DO,MAKE,A,for
a winner made a motor for you .,PD,MAKE,A,for
a winner made you a motor .,DO,MAKE,A,for
an attorney made a plate for you .,PD,MAKE,A,for
an attorney made you a plate .,DO,MAKE,A,for
a sheriff made a flower for you .,PD,MAKE,A,for
a sheriff made you a flower .,DO,MAKE,A,for
a scientist made a plate for you .,PD,MAKE,A,for
a scientist made you a plate .,DO,MAKE,A,for
a soldier made a computer for you .,PD,MAKE,A,for
a soldier made you a computer .,DO,MAKE,A,for
a mayor made a pot for you .,PD,MAKE,A,for
a mayor made you a pot .,DO,MAKE,A,for
a reader made a television for us .,PD,MAKE,A,for
a reader made us a television .,DO,MAKE,A,for
a chief made a camera for us .,PD,MAKE,A,for
a chief made us a camera .,DO,MAKE,A,for
a singer made a ball for you .,PD,MAKE,A,for
a singer made you a ball .,DO,MAKE,A,for
a brother made a guitar for me .,PD,MAKE,A,for
a brother made me a guitar .,DO,MAKE,A,for
a woman made a key for me .,PD,MAKE,A,for
a woman made me a key .,DO,MAKE,A,for
a father made a bell for me .,PD,MAKE,A,for
a father made me a bell .,DO,MAKE,A,for
a singer made a motor for him .,PD,MAKE,A,for
a singer made him a motor .,DO,MAKE,A,for
an uncle made a flower for it .,PD,MAKE,A,for
an uncle made it a flower .,DO,MAKE,A,for
a professor made a television for him .,PD,MAKE,A,for
a professor made him a television .,DO,MAKE,A,for
a teacher made a log for me .,PD,MAKE,A,for
a teacher made me a log .,DO,MAKE,A,for
a nurse made a newspaper for us .,PD,MAKE,A,for
a nurse made us a newspaper .,DO,MAKE,A,for
an adult made a motor for you .,PD,MAKE,A,for
an adult made you a motor .,DO,MAKE,A,for
the guest made the jacket for us .,PD,MAKE,THE,for
the guest made us the jacket .,DO,MAKE,THE,for
the writer made the cigarette for you .,PD,MAKE,THE,for
the writer made you the cigarette .,DO,MAKE,THE,for
the captain made the bag for them .,PD,MAKE,THE,for
the captain made them the bag .,DO,MAKE,THE,for
the husband made the motor for me .,PD,MAKE,THE,for
the husband made me the motor .,DO,MAKE,THE,for
the scientist made the motor for us .,PD,MAKE,THE,for
the scientist made us the motor .,DO,MAKE,THE,for
the winner made the hat for them .,PD,MAKE,THE,for
the winner made them the hat .,DO,MAKE,THE,for
the professor made the wire for you .,PD,MAKE,THE,for
the professor made you the wire .,DO,MAKE,THE,for
the adult made the guitar for him .,PD,MAKE,THE,for
the adult made him the guitar .,DO,MAKE,THE,for
the brother made the flower for it .,PD,MAKE,THE,for
the brother made it the flower .,DO,MAKE,THE,for
the woman made the hat for it .,PD,MAKE,THE,for
the woman made it the hat .,DO,MAKE,THE,for
the doctor made the engine for you .,PD,MAKE,THE,for
the doctor made you the engine .,DO,MAKE,THE,for
the leader made the guitar for him .,PD,MAKE,THE,for
the leader made him the guitar .,DO,MAKE,THE,for
the princess made the cigarette for us .,PD,MAKE,THE,for
the princess made us the cigarette .,DO,MAKE,THE,for
the leader made the television for you .,PD,MAKE,THE,for
the leader made you the television .,DO,MAKE,THE,for
the lady made the engine for him .,PD,MAKE,THE,for
the lady made him the engine .,DO,MAKE,THE,for
the princess made the book for us .,PD,MAKE,THE,for
the princess made us the book .,DO,MAKE,THE,for
the pilot made the book for us .,PD,MAKE,THE,for
the pilot made us the book .,DO,MAKE,THE,for
the uncle made the guitar for us .,PD,MAKE,THE,for
the uncle made us the guitar .,DO,MAKE,THE,for
the uncle made the iron for you .,PD,MAKE,THE,for
the uncle made you the iron .,DO,MAKE,THE,for
the pilot made the coat for it .,PD,MAKE,THE,for
the pilot made it the coat .,DO,MAKE,THE,for
the president made the bag for me .,PD,MAKE,THE,for
the president made me the bag .,DO,MAKE,THE,for
the cop made the card for you .,PD,MAKE,THE,for
the cop made you the card .,DO,MAKE,THE,for
the author made the engine for them .,PD,MAKE,THE,for
the author made them the engine .,DO,MAKE,THE,for
the aunt made the television for it .,PD,MAKE,THE,for
the aunt made it the television .,DO,MAKE,THE,for
the guest made the key for us .,PD,MAKE,THE,for
the guest made us the key .,DO,MAKE,THE,for
a leader purchased a cheese for you .,PD,PURCHASE,A,for
a leader purchased you a cheese .,DO,PURCHASE,A,for
an adult purchased a beer for you .,PD,PURCHASE,A,for
an adult purchased you a beer .,DO,PURCHASE,A,for
a sheriff purchased a bottle for you .,PD,PURCHASE,A,for
a sheriff purchased you a bottle .,DO,PURCHASE,A,for
an actress purchased an instrument for you .,PD,PURCHASE,A,for
an actress purchased you an instrument .,DO,PURCHASE,A,for
a husband purchased a bowl for them .,PD,PURCHASE,A,for
a husband purchased them a bowl .,DO,PURCHASE,A,for
a buddy purchased a coat for him .,PD,PURCHASE,A,for
a buddy purchased him a coat .,DO,PURCHASE,A,for
a writer purchased an iron for it .,PD,PURCHASE,A,for
a writer purchased it an iron .,DO,PURCHASE,A,for
an employee purchased a cheese for us .,PD,PURCHASE,A,for
an employee purchased us a cheese .,DO,PURCHASE,A,for
a guy purchased a newspaper for you .,PD,PURCHASE,A,for
a guy purchased you a newspaper .,DO,PURCHASE,A,for
a lady purchased a cheese for them .,PD,PURCHASE,A,for
a lady purchased them a cheese .,DO,PURCHASE,A,for
a partner purchased a salad for you .,PD,PURCHASE,A,for
a partner purchased you a salad .,DO,PURCHASE,A,for
a teacher purchased a key for it .,PD,PURCHASE,A,for
a teacher purchased it a key .,DO,PURCHASE,A,for
a buddy purchased a jacket for him .,PD,PURCHASE,A,for
a buddy purchased him a jacket .,DO,PURCHASE,A,for
a girl purchased a log for them .,PD,PURCHASE,A,for
a girl purchased them a log .,DO,PURCHASE,A,for
a captain purchased a tea for me .,PD,PURCHASE,A,for
a captain purchased me a tea .,DO,PURCHASE,A,for
a minister purchased an anchor for us .,PD,PURCHASE,A,for
a minister purchased us an anchor .,DO,PURCHASE,A,for
a boy purchased a candy for it .,PD,PURCHASE,A,for
a boy purchased it a candy .,DO,PURCHASE,A,for
a guy purchased a juice for us .,PD,PURCHASE,A,for
a guy purchased us a juice .,DO,PURCHASE,A,for
a princess purchased a chicken for you .,PD,PURCHASE,A,for
a princess purchased you a chicken .,DO,PURCHASE,A,for
a kid purchased a flower for it .,PD,PURCHASE,A,for
a kid purchased it a flower .,DO,PURCHASE,A,for
a nurse purchased a pie for us .,PD,PURCHASE,A,for
a nurse purchased us a pie .,DO,PURCHASE,A,for
a priest purchased a tea for them .,PD,PURCHASE,A,for
a priest purchased them a tea .,DO,PURCHASE,A,for
a husband purchased a beer for them .,PD,PURCHASE,A,for
a husband purchased them a beer .,DO,PURCHASE,A,for
a soldier purchased a cheese for you .,PD,PURCHASE,A,for
a soldier purchased you a cheese .,DO,PURCHASE,A,for
a boy purchased a beer for it .,PD,PURCHASE,A,for
a boy purchased it a beer .,DO,PURCHASE,A,for
the prince purchased the chicken for us .,PD,PURCHASE,THE,for
the prince purchased us the chicken .,DO,PURCHASE,THE,for
the priest purchased the meal for them .,PD,PURCHASE,THE,for
the priest purchased them the meal .,DO,PURCHASE,THE,for
the worker purchased the tea for you .,PD,PURCHASE,THE,for
the worker purchased you the tea .,DO,PURCHASE,THE,for
the opponent purchased the beer for me .,PD,PURCHASE,THE,for
the opponent purchased me the beer .,DO,PURCHASE,THE,for
the professor purchased the beer for us .,PD,PURCHASE,THE,for
the professor purchased us the beer .,DO,PURCHASE,THE,for
the employer purchased the salad for us .,PD,PURCHASE,THE,for
the employer purchased us the salad .,DO,PURCHASE,THE,for
the prince purchased the beer for it .,PD,PURCHASE,THE,for
the prince purchased it the beer .,DO,PURCHASE,THE,for
the hero purchased the cheese for her .,PD,PURCHASE,THE,for
the hero purchased her the cheese .,DO,PURCHASE,THE,for
the student purchased the cheese for you .,PD,PURCHASE,THE,for
the student purchased you the cheese .,DO,PURCHASE,THE,for
the secretary purchased the juice for you .,PD,PURCHASE,THE,for
the secretary purchased you the juice .,DO,PURCHASE,THE,for
the child purchased the chocolate for them .,PD,PURCHASE,THE,for
the child purchased them the chocolate .,DO,PURCHASE,THE,for
the writer purchased the card for it .,PD,PURCHASE,THE,for
the writer purchased it the card .,DO,PURCHASE,THE,for
the physician purchased the cheese for them .,PD,PURCHASE,THE,for
the physician purchased them the cheese .,DO,PURCHASE,THE,for
the man purchased the juice for them .,PD,PURCHASE,THE,for
the man purchased them the juice .,DO,PURCHASE,THE,for
the reader purchased the beer for you .,PD,PURCHASE,THE,for
the reader purchased you the beer .,DO,PURCHASE,THE,for
the prince purchased the computer for you .,PD,PURCHASE,THE,for
the prince purchased you the computer .,DO,PURCHASE,THE,for
the professor purchased the candy for us .,PD,PURCHASE,THE,for
the professor purchased us the candy .,DO,PURCHASE,THE,for
the scientist purchased the instrument for them .,PD,PURCHASE,THE,for
the scientist purchased them the instrument .,DO,PURCHASE,THE,for
the partner purchased the salad for him .,PD,PURCHASE,THE,for
the partner purchased him the salad .,DO,PURCHASE,THE,for
the husband purchased the pie for you .,PD,PURCHASE,THE,for
the husband purchased you the pie .,DO,PURCHASE,THE,for
the captain purchased the television for you .,PD,PURCHASE,THE,for
the captain purchased you the television .,DO,PURCHASE,THE,for
the teacher purchased the tea for you .,PD,PURCHASE,THE,for
the teacher purchased you the tea .,DO,PURCHASE,THE,for
the scientist purchased the coffee for us .,PD,PURCHASE,THE,for
the scientist purchased us the coffee .,DO,PURCHASE,THE,for
the adult purchased the cigarette for it .,PD,PURCHASE,THE,for
the adult purchased it the cigarette .,DO,PURCHASE,THE,for
the friend purchased the box for me .,PD,PURCHASE,THE,for
the friend purchased me the box .,DO,PURCHASE,THE,for
a chief saved a salad for it .,PD,SAVE,A,for
a chief saved it a salad .,DO,SAVE,A,for
an attorney saved an anchor for me .,PD,SAVE,A,for
an attorney saved me an anchor .,DO,SAVE,A,for
an opponent saved a key for me .,PD,SAVE,A,for
an opponent saved me a key .,DO,SAVE,A,for
a professor saved a bell for you .,PD,SAVE,A,for
a professor saved you a bell .,DO,SAVE,A,for
a mother saved a candy for me .,PD,SAVE,A,for
a mother saved me a candy .,DO,SAVE,A,for
a pilot saved a chocolate for us .,PD,SAVE,A,for
a pilot saved us a chocolate .,DO,SAVE,A,for
a nurse saved a salad for you .,PD,SAVE,A,for
a nurse saved you a salad .,DO,SAVE,A,for
an actress saved a tea for us .,PD,SAVE,A,for
an actress saved us a tea .,DO,SAVE,A,for
a daughter saved a coffee for me .,PD,SAVE,A,for
a daughter saved me a coffee .,DO,SAVE,A,for
a child saved a juice for her .,PD,SAVE,A,for
a child saved her a juice .,DO,SAVE,A,for
a sheriff saved a flower for me .,PD,SAVE,A,for
a sheriff saved me a flower .,DO,SAVE,A,for
a singer saved a chocolate for us .,PD,SAVE,A,for
a singer saved us a chocolate .,DO,SAVE,A,for
a manager saved a candy for me .,PD,SAVE,A,for
a manager saved me a candy .,DO,SAVE,A,for
a captain saved a bottle for him .,PD,SAVE,A,for
a captain saved him a bottle .,DO,SAVE,A,for
a manager saved an anchor for me .,PD,SAVE,A,for
a manager saved me an anchor .,DO,SAVE,A,for
a mayor saved a pie for him .,PD,SAVE,A,for
a mayor saved him a pie .,DO,SAVE,A,for
an uncle saved an anchor for us .,PD,SAVE,A,for
an uncle saved us an anchor .,DO,SAVE,A,for
a champion saved an instrument for me .,PD,SAVE,A,for
a champion saved me an instrument .,DO,SAVE,A,for
