text,structure,verb,det,prep
the brother kept the button for the mother .,PD,KEEP,THE,for
the brother kept the mother the button .,DO,KEEP,THE,for
the leader kept the beer for the captain .,PD,KEEP,THE,for
the leader kept the captain the beer .,DO,KEEP,THE,for
the writer kept the chocolate for the girl .,PD,KEEP,THE,for
the writer kept the girl the chocolate .,DO,KEEP,THE,for
the buddy kept the chicken for the company .,PD,KEEP,THE,for
the buddy kept the company the chicken .,DO,KEEP,THE,for
the woman kept the beer for the administration .,PD,KEEP,THE,for
the woman kept the administration the beer .,DO,KEEP,THE,for
the pilot kept the meal for the mother .,PD,KEEP,THE,for
the pilot kept the mother the meal .,DO,KEEP,THE,for
the child kept the gun for the secretary .,PD,KEEP,THE,for
the child kept the secretary the gun .,DO,KEEP,THE,for
the doctor kept the beer for the company .,PD,KEEP,THE,for
the doctor kept the company the beer .,DO,KEEP,THE,for
the priest kept the coffee for the employee .,PD,KEEP,THE,for
the priest kept the employee the coffee .,DO,KEEP,THE,for
the brother kept the wire for the business .,PD,KEEP,THE,for
the brother kept the business the wire .,DO,KEEP,THE,for
the adult kept the pie for the army .,PD,KEEP,THE,for
the adult kept the army the pie .,DO,KEEP,THE,for
the king kept the cheese for the club .,PD,KEEP,THE,for
the king kept the club the cheese .,DO,KEEP,THE,for
the husband kept the salad for the prince .,PD,KEEP,THE,for
the husband kept the prince the salad .,DO,KEEP,THE,for
the scientist kept the chicken for the corporation .,PD,KEEP,THE,for
the scientist kept the corporation the chicken .,DO,KEEP,THE,for
the attorney kept the cheese for the administration .,PD,KEEP,THE,for
the attorney kept the administration the cheese .,DO,KEEP,THE,for
the hero kept the chicken for the club .,PD,KEEP,THE,for
the hero kept the club the chicken .,DO,KEEP,THE,for
the sheriff kept the plate for the administration .,PD,KEEP,THE,for
the sheriff kept the administration the plate .,DO,KEEP,THE,for
the bishop kept the card for the business .,PD,KEEP,THE,for
the bishop kept the business the card .,DO,KEEP,THE,for
the wife kept the chicken for the army .,PD,KEEP,THE,for
the wife kept the army the chicken .,DO,KEEP,THE,for
the singer kept the button for the band .,PD,KEEP,THE,for
the singer kept the band the button .,DO,KEEP,THE,for
the scientist kept the anchor for the administration .,PD,KEEP,THE,for
the scientist kept the administration the anchor .,DO,KEEP,THE,for
the child kept the beer for the wife .,PD,KEEP,THE,for
the child kept the wife the beer .,DO,KEEP,THE,for
the doctor kept the juice for the administration .,PD,KEEP,THE,for
the doctor kept the administration the juice .,DO,KEEP,THE,for
a candidate left a log for a club .,PD,LEAVE,A,for
a candidate left a club a log .,DO,LEAVE,A,for
a prince left a meal for a business .,PD,LEAVE,A,for
a prince left a business a meal .,DO,LEAVE,A,for
a mayor left a pie for a soldier .,PD,LEAVE,A,for
a mayor left a soldier a pie .,DO,LEAVE,A,for
a husband left a candy for a club .,PD,LEAVE,A,for
a husband left a club a candy .,DO,LEAVE,A,for
a cop left a candy for an army .,PD,LEAVE,A,for
a cop left an army a candy .,DO,LEAVE,A,for
a student left a gun for a sheriff .,PD,LEAVE,A,for
a student left a sheriff a gun .,DO,LEAVE,A,for
a singer left an anchor for an employee .,PD,LEAVE,A,for
a singer left an employee an anchor .,DO,LEAVE,A,for
a husband left a pie for a company .,PD,LEAVE,A,for
a husband left a company a pie .,DO,LEAVE,A,for
an employee left a coffee for a husband .,PD,LEAVE,A,for
an employee left a husband a coffee .,DO,LEAVE,A,for
a wife left a beer for a father .,PD,LEAVE,A,for
a wife left a father a beer .,DO,LEAVE,A,for
an attorney left an anchor for a corporation .,PD,LEAVE,A,for
an attorney left a corporation an anchor .,DO,LEAVE,A,for
a buddy left a flower for an uncle .,PD,LEAVE,A,for
a buddy left an uncle a flower .,DO,LEAVE,A,for
a father left a juice for an army .,PD,LEAVE,A,for
a father left an army a juice .,DO,LEAVE,A,for
a brother left a machine for a scientist .,PD,LEAVE,A,for
a brother left a scientist a machine .,DO,LEAVE,A,for
an aunt left a beer for a band .,PD,LEAVE,A,for
an aunt left a band a beer .,DO,LEAVE,A,for
a chief left a coffee for a band .,PD,LEAVE,A,for
a chief left a band a coffee .,DO,LEAVE,A,for
a king left a meal for a corporation .,PD,LEAVE,A,for
a king left a corporation a meal .,DO,LEAVE,A,for
a nurse left a cheese for an opponent .,PD,LEAVE,A,for
a nurse left an opponent a cheese .,DO,LEAVE,A,for
a student left a chicken for a priest .,PD,LEAVE,A,for
a student left a priest a chicken .,DO,LEAVE,A,for
a lawyer left a hat for a brother .,PD,LEAVE,A,for
a lawyer left a brother a hat .,DO,LEAVE,A,for
a soldier left a bell for a club .,PD,LEAVE,A,for
a soldier left a club a bell .,DO,LEAVE,A,for
a prince left a chicken for a club .,PD,LEAVE,A,for
a prince left a club a chicken .,DO,LEAVE,A,for
a champion left a cheese for a physician .,PD,LEAVE,A,for
a champion left a physician a cheese .,DO,LEAVE,A,for
a guest left a salad for a band .,PD,LEAVE,A,for
a guest left a band a salad .,DO,LEAVE,A,for
an adult left a beer for a club .,PD,LEAVE,A,for
an adult left a club a beer .,DO,LEAVE,A,for
the leader left the coat for the pilot .,PD,LEAVE,THE,for
the leader left the pilot the coat .,DO,LEAVE,THE,for
the actor left the beer for the minister .,PD,LEAVE,THE,for
the actor left the minister the beer .,DO,LEAVE,THE,for
the bishop left the juice for the priest .,PD,LEAVE,THE,for
the bishop left the priest the juice .,DO,LEAVE,THE,for
the boy left the bag for the administration .,PD,LEAVE,THE,for
the boy left the administration the bag .,DO,LEAVE,THE,for
the nurse left the camera for the administration .,PD,LEAVE,THE,for
the nurse left the administration the camera .,DO,LEAVE,THE,for
the opponent left the beer for the band .,PD,LEAVE,THE,for
the opponent left the band the beer .,DO,LEAVE,THE,for
the reader left the chicken for the club .,PD,LEAVE,THE,for
the reader left the club the chicken .,DO,LEAVE,THE,for
the husband left the telephone for the business .,PD,LEAVE,THE,for
the husband left the business the telephone .,DO,LEAVE,THE,for
the son left the juice for the club .,PD,LEAVE,THE,for
the son left the club the juice .,DO,LEAVE,THE,for
the reader left the log for the winner .,PD,LEAVE,THE,for
the reader left the winner the log .,DO,LEAVE,THE,for
the employee left the coffee for the daughter .,PD,LEAVE,THE,for
the employee left the daughter the coffee .,DO,LEAVE,THE,for
the husband left the meal for the mother .,PD,LEAVE,THE,for
the husband left the mother the meal .,DO,LEAVE,THE,for
the cousin left the chicken for the club .,PD,LEAVE,THE,for
the cousin left the club the chicken .,DO,LEAVE,THE,for
the aunt left the cigarette for the guy .,PD,LEAVE,THE,for
the aunt left the guy the cigarette .,DO,LEAVE,THE,for
the adult left the jacket for the wife .,PD,LEAVE,THE,for
the adult left the wife the jacket .,DO,LEAVE,THE,for
the candidate left the knife for the employee .,PD,LEAVE,THE,for
the candidate left the employee the knife .,DO,LEAVE,THE,for
the employer left the ball for the band .,PD,LEAVE,THE,for
the employer left the band the ball .,DO,LEAVE,THE,for
the physician left the tea for the boy .,PD,LEAVE,THE,for
the physician left the boy the tea .,DO,LEAVE,THE,for
the child left the beer for the corporation .,PD,LEAVE,THE,for
the child left the corporation the beer .,DO,LEAVE,THE,for
the colonel left the tea for the band .,PD,LEAVE,THE,for
the colonel left the band the tea .,DO,LEAVE,THE,for
the guest left the juice for the bishop .,PD,LEAVE,THE,for
the guest left the bishop the juice .,DO,LEAVE,THE,for
the doctor left the candy for the worker .,PD,LEAVE,THE,for
the doctor left the worker the candy .,DO,LEAVE,THE,for
the teacher left the chicken for the administration .,PD,LEAVE,THE,for
the teacher left the administration the chicken .,DO,LEAVE,THE,for
the adult left the juice for the corporation .,PD,LEAVE,THE,for
the adult left the corporation the juice .,DO,LEAVE,THE,for
the cousin left the cheese for the company .,PD,LEAVE,THE,for
the cousin left the company the cheese .,DO,LEAVE,THE,for
a writer made a crystal for a lawyer .,PD,MAKE,A,for
a writer made a lawyer a crystal .,DO,MAKE,A,for
a winner made an anchor for a corporation .,PD,MAKE,A,for
a winner made a corporation an anchor .,DO,MAKE,A,for
a lawyer made an engine for a secretary .,PD,MAKE,A,for
a lawyer made a secretary an engine .,DO,MAKE,A,for
a colonel made a computer for an army .,PD,MAKE,A,for
a colonel made an army a computer .,DO,MAKE,A,for
an uncle made a cigarette for a candidate .,PD,MAKE,A,for
an uncle made a candidate a cigarette .,DO,MAKE,A,for
a boy made a machine for a club .,PD,MAKE,A,for
a boy made a club a machine .,DO,MAKE,A,for
a child made a bag for a club .,PD,MAKE,A,for
a child made a club a bag .,DO,MAKE,A,for
a winner made a motor for a club .,PD,MAKE,A,for
a winner made a club a motor .,DO,MAKE,A,for
an attorney made a plate for a reader .,PD,MAKE,A,for
an attorney made a reader a plate .,DO,MAKE,A,for
a sheriff made a flower for a guest .,PD,MAKE,A,for
a sheriff made a guest a flower .,DO,MAKE,A,for
a scientist made a plate for a mother .,PD,MAKE,A,for
a scientist made a mother a plate .,DO,MAKE,A,for
a soldier made a computer for a cousin .,PD,MAKE,A,for
a soldier made a cousin a computer .,DO,MAKE,A,for
a mayor made a pot for an opponent .,PD,MAKE,A,for
a mayor made an opponent a pot .,DO,MAKE,A,for
a reader made a television for a business .,PD,MAKE,A,for
a reader made a business a television .,DO,MAKE,A,for
a chief made a camera for a teacher .,PD,MAKE,A,for
a chief made a teacher a camera .,DO,MAKE,A,for
a singer made a ball for a mayor .,PD,MAKE,A,for
a singer made a mayor a ball .,DO,MAKE,A,for
a brother made a guitar for a secretary .,PD,MAKE,A,for
a brother made a secretary a guitar .,DO,MAKE,A,for
a woman made a key for a club .,PD,MAKE,A,for
a woman made a club a key .,DO,MAKE,A,for
a father made a bell for a club .,PD,MAKE,A,for
a father made a club a bell .,DO,MAKE,A,for
a singer made a motor for a president .,PD,MAKE,A,for
a singer made a president a motor .,DO,MAKE,A,for
an uncle made a flower for an administration .,PD,MAKE,A,for
an uncle made an administration a flower .,DO,MAKE,A,for
a professor made a television for a brother .,PD,MAKE,A,for
a professor made a brother a television .,DO,MAKE,A,for
a teacher made a log for a company .,PD,MAKE,A,for
a teacher made a company a log .,DO,MAKE,A,for
a nurse made a newspaper for a champion .,PD,MAKE,A,for
a nurse made a champion a newspaper .,DO,MAKE,A,for
an adult made a motor for a corporation .,PD,MAKE,A,for
an adult made a corporation a motor .,DO,MAKE,A,for
the guest made the jacket for the club .,PD,MAKE,THE,for
the guest made the club the jacket .,DO,MAKE,THE,for
the writer made the cigarette for the minister .,PD,MAKE,THE,for
the writer made the minister the cigarette .,DO,MAKE,THE,for
the captain made the bag for the band .,PD,MAKE,THE,for
the captain made the band the bag .,DO,MAKE,THE,for
the husband made the motor for the minister .,PD,MAKE,THE,for
the husband made the minister the motor .,DO,MAKE,THE,for
the scientist made the motor for the administration .,PD,MAKE,THE,for
the scientist made the administration the motor .,DO,MAKE,THE,for
the winner made the hat for the club .,PD,MAKE,THE,for
the winner made the club the hat .,DO,MAKE,THE,for
the professor made the wire for the company .,PD,MAKE,THE,for
the professor made the company the wire .,DO,MAKE,THE,for
the adult made the guitar for the club .,PD,MAKE,THE,for
the adult made the club the guitar .,DO,MAKE,THE,for
the brother made the flower for the captain .,PD,MAKE,THE,for
the brother made the captain the flower .,DO,MAKE,THE,for
the woman made the hat for the prince .,PD,MAKE,THE,for
the woman made the prince the hat .,DO,MAKE,THE,for
the doctor made the engine for the buddy .,PD,MAKE,THE,for
the doctor made the buddy the engine .,DO,MAKE,THE,for
the leader made the guitar for the manager .,PD,MAKE,THE,for
the leader made the manager the guitar .,DO,MAKE,THE,for
the princess made the cigarette for the club .,PD,MAKE,THE,for
the princess made the club the cigarette .,DO,MAKE,THE,for
the leader made the television for the sheriff .,PD,MAKE,THE,for
the leader made the sheriff the television .,DO,MAKE,THE,for
the lady made the engine for the club .,PD,MAKE,THE,for
the lady made the club the engine .,DO,MAKE,THE,for
the princess made the book for the club .,PD,MAKE,THE,for
the princess made the club the book .,DO,MAKE,THE,for
the pilot made the book for the club .,PD,MAKE,THE,for
the pilot made the club the book .,DO,MAKE,THE,for
the uncle made the guitar for the scientist .,PD,MAKE,THE,for
the uncle made the scientist the guitar .,DO,MAKE,THE,for
the uncle made the iron for the administration .,PD,MAKE,THE,for
the uncle made the administration the iron .,DO,MAKE,THE,for
the pilot made the coat for the husband .,PD,MAKE,THE,for
the pilot made the husband the coat .,DO,MAKE,THE,for
the president made the bag for the army .,PD,MAKE,THE,for
the president made the army the bag .,DO,MAKE,THE,for
the cop made the card for the corporation .,PD,MAKE,THE,for
the cop made the corporation the card .,DO,MAKE,THE,for
the author made the engine for the corporation .,PD,MAKE,THE,for
the author made the corporation the engine .,DO,MAKE,THE,for
the aunt made the television for the winner .,PD,MAKE,THE,for
the aunt made the winner the television .,DO,MAKE,THE,for
the guest made the key for the army .,PD,MAKE,THE,for
the guest made the army the key .,DO,MAKE,THE,for
a leader purchased a cheese for a corporation .,PD,PURCHASE,A,for
a leader purchased a corporation a cheese .,DO,PURCHASE,A,for
an adult purchased a beer for a husband .,PD,PURCHASE,A,for
an adult purchased a husband a beer .,DO,PURCHASE,A,for
a sheriff purchased a bottle for an administration .,PD,PURCHASE,A,for
a sheriff purchased an administration a bottle .,DO,PURCHASE,A,for
an actress purchased an instrument for a hero .,PD,PURCHASE,A,for
an actress purchased a hero an instrument .,DO,PURCHASE,A,for
a husband purchased a bowl for a business .,PD,PURCHASE,A,for
a husband purchased a business a bowl .,DO,PURCHASE,A,for
a buddy purchased a coat for a corporation .,PD,PURCHASE,A,for
a buddy purchased a corporation a coat .,DO,PURCHASE,A,for
a writer purchased an iron for a band .,PD,PURCHASE,A,for
a writer purchased a band an iron .,DO,PURCHASE,A,for
an employee purchased a cheese for a king .,PD,PURCHASE,A,for
an employee purchased a king a cheese .,DO,PURCHASE,A,for
a guy purchased a newspaper for an employer .,PD,PURCHASE,A,for
a guy purchased an employer a newspaper .,DO,PURCHASE,A,for
a lady purchased a cheese for a husband .,PD,PURCHASE,A,for
a lady purchased a husband a cheese .,DO,PURCHASE,A,for
a partner purchased a salad for a business .,PD,PURCHASE,A,for
a partner purchased a business a salad .,DO,PURCHASE,A,for
a teacher purchased a key for a guy .,PD,PURCHASE,A,for
a teacher purchased a guy a key .,DO,PURCHASE,A,for
