prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep
the soldier found the army the plate .,a colonel brought a business a bottle .,DO,DO,FIND,BRING,THE,A,for,to
the employee found the iron for the club .,a professor brought a tea to a band .,PD,PD,FIND,BRING,THE,A,for,to
the employee found the iron for the club .,a professor brought a band a tea .,PD,DO,FIND,BRING,THE,A,for,to
the employee found the club the iron .,a professor brought a tea to a band .,DO,PD,FIND,BRING,THE,A,for,to
the employee found the club the iron .,a professor brought a band a tea .,DO,DO,FIND,BRING,THE,A,for,to
the actress found the newspaper for the author .,a soldier brought a telephone to a kid .,PD,PD,FIND,BRING,THE,A,for,to
the actress found the newspaper for the author .,a soldier brought a kid a telephone .,PD,DO,FIND,BRING,THE,A,for,to
the actress found the author the newspaper .,a soldier brought a telephone to a kid .,DO,PD,FIND,BRING,THE,A,for,to
the actress found the author the newspaper .,a soldier brought a kid a telephone .,DO,DO,FIND,BRING,THE,A,for,to
the reader found the coat for the cousin .,a father brought a beer to a corporation .,PD,PD,FIND,BRING,THE,A,for,to
the reader found the coat for the cousin .,a father brought a corporation a beer .,PD,DO,FIND,BRING,THE,A,for,to
the reader found the cousin the coat .,a father brought a beer to a corporation .,DO,PD,FIND,BRING,THE,A,for,to
the reader found the cousin the coat .,a father brought a corporation a beer .,DO,DO,FIND,BRING,THE,A,for,to
the manager found the juice for the lady .,a doctor brought a tea to a chief .,PD,PD,FIND,BRING,THE,A,for,to
the manager found the juice for the lady .,a doctor brought a chief a tea .,PD,DO,FIND,BRING,THE,A,for,to
the manager found the lady the juice .,a doctor brought a tea to a chief .,DO,PD,FIND,BRING,THE,A,for,to
the manager found the lady the juice .,a doctor brought a chief a tea .,DO,DO,FIND,BRING,THE,A,for,to
the bishop found the instrument for the club .,a candidate brought a chocolate to a man .,PD,PD,FIND,BRING,THE,A,for,to
the bishop found the instrument for the club .,a candidate brought a man a chocolate .,PD,DO,FIND,BRING,THE,A,for,to
the bishop found the club the instrument .,a candidate brought a chocolate to a man .,DO,PD,FIND,BRING,THE,A,for,to
the bishop found the club the instrument .,a candidate brought a man a chocolate .,DO,DO,FIND,BRING,THE,A,for,to
the son found the juice for the buddy .,a mayor brought a coffee to a priest .,PD,PD,FIND,BRING,THE,A,for,to
the son found the juice for the buddy .,a mayor brought a priest a coffee .,PD,DO,FIND,BRING,THE,A,for,to
the son found the buddy the juice .,a mayor brought a coffee to a priest .,DO,PD,FIND,BRING,THE,A,for,to
the son found the buddy the juice .,a mayor brought a priest a coffee .,DO,DO,FIND,BRING,THE,A,for,to
the actress found the beer for the girl .,an employer brought a tea to an attorney .,PD,PD,FIND,BRING,THE,A,for,to
the actress found the beer for the girl .,an employer brought an attorney a tea .,PD,DO,FIND,BRING,THE,A,for,to
the actress found the girl the beer .,an employer brought a tea to an attorney .,DO,PD,FIND,BRING,THE,A,for,to
the actress found the girl the beer .,an employer brought an attorney a tea .,DO,DO,FIND,BRING,THE,A,for,to
a manager found a wire for a hero .,the husband brought the newspaper to the candidate .,PD,PD,FIND,BRING,A,THE,for,to
a manager found a wire for a hero .,the husband brought the candidate the newspaper .,PD,DO,FIND,BRING,A,THE,for,to
a manager found a hero a wire .,the husband brought the newspaper to the candidate .,DO,PD,FIND,BRING,A,THE,for,to
a manager found a hero a wire .,the husband brought the candidate the newspaper .,DO,DO,FIND,BRING,A,THE,for,to
an aunt found an iron for an uncle .,the secretary brought the beer to the soldier .,PD,PD,FIND,BRING,A,THE,for,to
an aunt found an iron for an uncle .,the secretary brought the soldier the beer .,PD,DO,FIND,BRING,A,THE,for,to
an aunt found an uncle an iron .,the secretary brought the beer to the soldier .,DO,PD,FIND,BRING,A,THE,for,to
an aunt found an uncle an iron .,the secretary brought the soldier the beer .,DO,DO,FIND,BRING,A,THE,for,to
a minister found a glass for a mayor .,the champion brought the hat to the guy .,PD,PD,FIND,BRING,A,THE,for,to
a minister found a glass for a mayor .,the champion brought the guy the hat .,PD,DO,FIND,BRING,A,THE,for,to
a minister found a mayor a glass .,the champion brought the hat to the guy .,DO,PD,FIND,BRING,A,THE,for,to
a minister found a mayor a glass .,the champion brought the guy the hat .,DO,DO,FIND,BRING,A,THE,for,to
an uncle found a beer for a band .,the parent brought the chocolate to the buddy .,PD,PD,FIND,BRING,A,THE,for,to
an uncle found a beer for a band .,the parent brought the buddy the chocolate .,PD,DO,FIND,BRING,A,THE,for,to
an uncle found a band a beer .,the parent brought the chocolate to the buddy .,DO,PD,FIND,BRING,A,THE,for,to
an uncle found a band a beer .,the parent brought the buddy the chocolate .,DO,DO,FIND,BRING,A,THE,for,to
a captain found a cheese for a club .,the secretary brought the juice to the corporation .,PD,PD,FIND,BRING,A,THE,for,to
a captain found a cheese for a club .,the secretary brought the corporation the juice .,PD,DO,FIND,BRING,A,THE,for,to
a captain found a club a cheese .,the secretary brought the juice to the corporation .,DO,PD,FIND,BRING,A,THE,for,to
a captain found a club a cheese .,the secretary brought the corporation the juice .,DO,DO,FIND,BRING,A,THE,for,to
a buddy found a jacket for a mother .,the pilot brought the pie to the band .,PD,PD,FIND,BRING,A,THE,for,to
a buddy found a jacket for a mother .,the pilot brought the band the pie .,PD,DO,FIND,BRING,A,THE,for,to
a buddy found a mother a jacket .,the pilot brought the pie to the band .,DO,PD,FIND,BRING,A,THE,for,to
a buddy found a mother a jacket .,the pilot brought the band the pie .,DO,DO,FIND,BRING,A,THE,for,to
a teacher found a coat for an administration .,the mother brought the plate to the club .,PD,PD,FIND,BRING,A,THE,for,to
a teacher found a coat for an administration .,the mother brought the club the plate .,PD,DO,FIND,BRING,A,THE,for,to
a teacher found an administration a coat .,the mother brought the plate to the club .,DO,PD,FIND,BRING,A,THE,for,to
a teacher found an administration a coat .,the mother brought the club the plate .,DO,DO,FIND,BRING,A,THE,for,to
a lady found a meal for a corporation .,the mother brought the coffee to the buddy .,PD,PD,FIND,BRING,A,THE,for,to
a lady found a meal for a corporation .,the mother brought the buddy the coffee .,PD,DO,FIND,BRING,A,THE,for,to
a lady found a corporation a meal .,the mother brought the coffee to the buddy .,DO,PD,FIND,BRING,A,THE,for,to
a lady found a corporation a meal .,the mother brought the buddy the coffee .,DO,DO,FIND,BRING,A,THE,for,to
an opponent found an engine for a club .,the author brought the guitar to the company .,PD,PD,FIND,BRING,A,THE,for,to
an opponent found an engine for a club .,the author brought the company the guitar .,PD,DO,FIND,BRING,A,THE,for,to
an opponent found a club an engine .,the author brought the guitar to the company .,DO,PD,FIND,BRING,A,THE,for,to
an opponent found a club an engine .,the author brought the company the guitar .,DO,DO,FIND,BRING,A,THE,for,to
an employee found a cheese for a lady .,the guy brought the iron to the author .,PD,PD,FIND,BRING,A,THE,for,to
an employee found a cheese for a lady .,the guy brought the author the iron .,PD,DO,FIND,BRING,A,THE,for,to
an employee found a lady a cheese .,the guy brought the iron to the author .,DO,PD,FIND,BRING,A,THE,for,to
an employee found a lady a cheese .,the guy brought the author the iron .,DO,DO,FIND,BRING,A,THE,for,to
a son found a coffee for a business .,the employee brought the television to the doctor .,PD,PD,FIND,BRING,A,THE,for,to
a son found a coffee for a business .,the employee brought the doctor the television .,PD,DO,FIND,BRING,A,THE,for,to
a son found a business a coffee .,the employee brought the television to the doctor .,DO,PD,FIND,BRING,A,THE,for,to
a son found a business a coffee .,the employee brought the doctor the television .,DO,DO,FIND,BRING,A,THE,for,to
a captain found a book for a company .,the lady brought the key to the club .,PD,PD,FIND,BRING,A,THE,for,to
a captain found a book for a company .,the lady brought the club the key .,PD,DO,FIND,BRING,A,THE,for,to
a captain found a company a book .,the lady brought the key to the club .,DO,PD,FIND,BRING,A,THE,for,to
a captain found a company a book .,the lady brought the club the key .,DO,DO,FIND,BRING,A,THE,for,to
a boy found a coffee for a president .,the professor brought the meal to the kid .,PD,PD,FIND,BRING,A,THE,for,to
a boy found a coffee for a president .,the professor brought the kid the meal .,PD,DO,FIND,BRING,A,THE,for,to
a boy found a president a coffee .,the professor brought the meal to the kid .,DO,PD,FIND,BRING,A,THE,for,to
a boy found a president a coffee .,the professor brought the kid the meal .,DO,DO,FIND,BRING,A,THE,for,to
a teacher found a juice for a band .,the bishop brought the pie to the club .,PD,PD,FIND,BRING,A,THE,for,to
a teacher found a juice for a band .,the bishop brought the club the pie .,PD,DO,FIND,BRING,A,THE,for,to
a teacher found a band a juice .,the bishop brought the pie to the club .,DO,PD,FIND,BRING,A,THE,for,to
a teacher found a band a juice .,the bishop brought the club the pie .,DO,DO,FIND,BRING,A,THE,for,to
a sheriff found a tea for a guy .,the lawyer brought the newspaper to the corporation .,PD,PD,FIND,BRING,A,THE,for,to
a sheriff found a tea for a guy .,the lawyer brought the corporation the newspaper .,PD,DO,FIND,BRING,A,THE,for,to
a sheriff found a guy a tea .,the lawyer brought the newspaper to the corporation .,DO,PD,FIND,BRING,A,THE,for,to
a sheriff found a guy a tea .,the lawyer brought the corporation the newspaper .,DO,DO,FIND,BRING,A,THE,for,to
an opponent found a meal for a corporation .,the lady brought the cigarette to the administration .,PD,PD,FIND,BRING,A,THE,for,to
an opponent found a meal for a corporation .,the lady brought the administration the cigarette .,PD,DO,FIND,BRING,A,THE,for,to
an opponent found a corporation a meal .,the lady brought the cigarette to the administration .,DO,PD,FIND,BRING,A,THE,for,to
an opponent found a corporation a meal .,the lady brought the administration the cigarette .,DO,DO,FIND,BRING,A,THE,for,to
a princess found a coffee for a band .,the worker brought the pie to the corporation .,PD,PD,FIND,BRING,A,THE,for,to
a princess found a coffee for a band .,the worker brought the corporation the pie .,PD,DO,FIND,BRING,A,THE,for,to
a princess found a band a coffee .,the worker brought the pie to the corporation .,DO,PD,FIND,BRING,A,THE,for,to
a princess found a band a coffee .,the worker brought the corporation the pie .,DO,DO,FIND,BRING,A,THE,for,to
a captain found a tea for an actress .,the worker brought the coffee to the club .,PD,PD,FIND,BRING,A,THE,for,to
a captain found a tea for an actress .,the worker brought the club the coffee .,PD,DO,FIND,BRING,A,THE,for,to
a captain found an actress a tea .,the worker brought the coffee to the club .,DO,PD,FIND,BRING,A,THE,for,to
a captain found an actress a tea .,the worker brought the club the coffee .,DO,DO,FIND,BRING,A,THE,for,to
an employer found a crystal for a parent .,the actor brought the glass to the aunt .,PD,PD,FIND,BRING,A,THE,for,to
an employer found a crystal for a parent .,the actor brought the aunt the glass .,PD,DO,FIND,BRING,A,THE,for,to
an employer found a parent a crystal .,the actor brought the glass to the aunt .,DO,PD,FIND,BRING,A,THE,for,to
an employer found a parent a crystal .,the actor brought the aunt the glass .,DO,DO,FIND,BRING,A,THE,for,to
a prince found a beer for a reader .,the mayor brought the key to the actress .,PD,PD,FIND,BRING,A,THE,for,to
a prince found a beer for a reader .,the mayor brought the actress the key .,PD,DO,FIND,BRING,A,THE,for,to
a prince found a reader a beer .,the mayor brought the key to the actress .,DO,PD,FIND,BRING,A,THE,for,to
a prince found a reader a beer .,the mayor brought the actress the key .,DO,DO,FIND,BRING,A,THE,for,to
a cop found a chicken for a club .,the guy brought the beer to the business .,PD,PD,FIND,BRING,A,THE,for,to
a cop found a chicken for a club .,the guy brought the business the beer .,PD,DO,FIND,BRING,A,THE,for,to
a cop found a club a chicken .,the guy brought the beer to the business .,DO,PD,FIND,BRING,A,THE,for,to
a cop found a club a chicken .,the guy brought the business the beer .,DO,DO,FIND,BRING,A,THE,for,to
an opponent found an engine for a club .,the husband brought the beer to the business .,PD,PD,FIND,BRING,A,THE,for,to
an opponent found an engine for a club .,the husband brought the business the beer .,PD,DO,FIND,BRING,A,THE,for,to
an opponent found a club an engine .,the husband brought the beer to the business .,DO,PD,FIND,BRING,A,THE,for,to
an opponent found a club an engine .,the husband brought the business the beer .,DO,DO,FIND,BRING,A,THE,for,to
a kid found a chocolate for a student .,the parent brought the beer to the king .,PD,PD,FIND,BRING,A,THE,for,to
a kid found a chocolate for a student .,the parent brought the king the beer .,PD,DO,FIND,BRING,A,THE,for,to
a kid found a student a chocolate .,the parent brought the beer to the king .,DO,PD,FIND,BRING,A,THE,for,to
a kid found a student a chocolate .,the parent brought the king the beer .,DO,DO,FIND,BRING,A,THE,for,to
a doctor found a camera for a scientist .,the secretary brought the chocolate to the soldier .,PD,PD,FIND,BRING,A,THE,for,to
a doctor found a camera for a scientist .,the secretary brought the soldier the chocolate .,PD,DO,FIND,BRING,A,THE,for,to
a doctor found a scientist a camera .,the secretary brought the chocolate to the soldier .,DO,PD,FIND,BRING,A,THE,for,to
a doctor found a scientist a camera .,the secretary brought the soldier the chocolate .,DO,DO,FIND,BRING,A,THE,for,to
a sheriff found a beer for a lawyer .,the priest brought the pot to the partner .,PD,PD,FIND,BRING,A,THE,for,to
a sheriff found a beer for a lawyer .,the priest brought the partner the pot .,PD,DO,FIND,BRING,A,THE,for,to
a sheriff found a lawyer a beer .,the priest brought the pot to the partner .,DO,PD,FIND,BRING,A,THE,for,to
a sheriff found a lawyer a beer .,the priest brought the partner the pot .,DO,DO,FIND,BRING,A,THE,for,to
the guy got the guitar for the company .,a lady brought a pie to a club .,PD,PD,GET,BRING,THE,A,for,to
the guy got the guitar for the company .,a lady brought a club a pie .,PD,DO,GET,BRING,THE,A,for,to
the guy got the company the guitar .,a lady brought a pie to a club .,DO,PD,GET,BRING,THE,A,for,to
