prime_sentence,prime_structure,prime_verb,target_sentence,target_structure,target_verb,perplexity,log_prob
a sheriff purchased a box for an author .,PD,PURCHASE,the lawyer gave the teacher the card .,DO,GIVE,864.947998046875,-47.33868408203125
a sheriff purchased an author a box .,DO,PURCHASE,the lawyer gave the teacher the card .,DO,GIVE,880.438232421875,-47.46293640136719
a boy bought a crystal for a hero .,PD,BUY,the lawyer gave the card to the teacher .,PD,GIVE,397.0555114746094,-47.87260818481445
a boy bought a hero a crystal .,DO,BUY,the lawyer gave the card to the teacher .,PD,GIVE,398.75799560546875,-47.906837463378906
a boy bought a crystal for a hero .,PD,BUY,the lawyer gave the teacher the card .,DO,GIVE,865.167236328125,-47.340457916259766
a boy bought a hero a crystal .,DO,BUY,the lawyer gave the teacher the card .,DO,GIVE,869.0188598632812,-47.371551513671875
a boy left a pie for a mother .,PD,LEAVE,the lawyer gave the card to the teacher .,PD,GIVE,393.2095947265625,-47.794742584228516
a boy left a mother a pie .,DO,LEAVE,the lawyer gave the card to the teacher .,PD,GIVE,391.7532043457031,-47.76505661010742
a boy left a pie for a mother .,PD,LEAVE,the lawyer gave the teacher the card .,DO,GIVE,852.2504272460938,-47.23516082763672
a boy left a mother a pie .,DO,LEAVE,the lawyer gave the teacher the card .,DO,GIVE,852.712158203125,-47.23895263671875
a brother left a camera for an army .,PD,LEAVE,the lawyer gave the card to the teacher .,PD,GIVE,399.8835144042969,-47.929386138916016
a brother left an army a camera .,DO,LEAVE,the lawyer gave the card to the teacher .,PD,GIVE,398.11224365234375,-47.89387130737305
a brother left a camera for an army .,PD,LEAVE,the lawyer gave the teacher the card .,DO,GIVE,870.51513671875,-47.38359451293945
a brother left an army a camera .,DO,LEAVE,the lawyer gave the teacher the card .,DO,GIVE,868.258544921875,-47.36542510986328
the teacher caught the jacket for the opponent .,PD,CATCH,an attorney brought an engine to a band .,PD,BRING,497.30078125,-49.673561096191406
the teacher caught the opponent the jacket .,DO,CATCH,an attorney brought an engine to a band .,PD,BRING,523.0444946289062,-50.07733154296875
the teacher caught the jacket for the opponent .,PD,CATCH,an attorney brought a band an engine .,DO,BRING,2272.745361328125,-54.10120391845703
the teacher caught the opponent the jacket .,DO,CATCH,an attorney brought a band an engine .,DO,BRING,2418.494384765625,-54.53630065917969
the parent left the button for the worker .,PD,LEAVE,an attorney brought an engine to a band .,PD,BRING,494.4737548828125,-49.627952575683594
the parent left the worker the button .,DO,LEAVE,an attorney brought an engine to a band .,PD,BRING,502.5403747558594,-49.757408142089844
the parent left the button for the worker .,PD,LEAVE,an attorney brought a band an engine .,DO,BRING,2252.473388671875,-54.03848648071289
the parent left the worker the button .,DO,LEAVE,an attorney brought a band an engine .,DO,BRING,2308.9951171875,-54.211971282958984
the king designed the cup for the student .,PD,DESIGN,an attorney brought an engine to a band .,PD,BRING,487.4893798828125,-49.5141487121582
the king designed the student the cup .,DO,DESIGN,an attorney brought an engine to a band .,PD,BRING,501.1466979980469,-49.735191345214844
the king designed the cup for the student .,PD,DESIGN,an attorney brought a band an engine .,DO,BRING,2219.04248046875,-53.933815002441406
the king designed the student the cup .,DO,DESIGN,an attorney brought a band an engine .,DO,BRING,2281.04150390625,-54.126708984375
the colonel found the log for the army .,PD,FIND,an attorney brought an engine to a band .,PD,BRING,493.8248291015625,-49.61744689941406
the colonel found the army the log .,DO,FIND,an attorney brought an engine to a band .,PD,BRING,510.89892578125,-49.889373779296875
the colonel found the log for the army .,PD,FIND,an attorney brought a band an engine .,DO,BRING,2251.084228515625,-54.0341682434082
the colonel found the army the log .,DO,FIND,an attorney brought a band an engine .,DO,BRING,2307.431640625,-54.20722961425781
the parent bought the meal for the husband .,PD,BUY,an attorney brought an engine to a band .,PD,BRING,494.9172058105469,-49.63512420654297
the parent bought the husband the meal .,DO,BUY,an attorney brought an engine to a band .,PD,BRING,506.97283935546875,-49.827659606933594
the parent bought the meal for the husband .,PD,BUY,an attorney brought a band an engine .,DO,BRING,2252.8525390625,-54.03966522216797
the parent bought the husband the meal .,DO,BUY,an attorney brought a band an engine .,DO,BRING,2322.0234375,-54.25135803222656
the writer caught the bowl for the prince .,PD,CATCH,an attorney brought an engine to a band .,PD,BRING,496.3136901855469,-49.65766525268555
the writer caught the prince the bowl .,DO,CATCH,an attorney brought an engine to a band .,PD,BRING,508.12530517578125,-49.8458251953125
the writer caught the bowl for the prince .,PD,CATCH,an attorney brought a band an engine .,DO,BRING,2257.773681640625,-54.05493927001953
the writer caught the prince the bowl .,DO,CATCH,an attorney brought a band an engine .,DO,BRING,2319.0947265625,-54.242523193359375
the guy bought the chocolate for the president .,PD,BUY,an attorney brought an engine to a band .,PD,BRING,484.3258056640625,-49.46206283569336
the guy bought the president the chocolate .,DO,BUY,an attorney brought an engine to a band .,PD,BRING,511.54241943359375,-49.899444580078125
the guy bought the chocolate for the president .,PD,BUY,an attorney brought a band an engine .,DO,BRING,2208.4453125,-53.900306701660156
the guy bought the president the chocolate .,DO,BUY,an attorney brought a band an engine .,DO,BRING,2342.28955078125,-54.31218719482422
the pilot kept the juice for the club .,PD,KEEP,an attorney brought an engine to a band .,PD,BRING,501.58251953125,-49.74214553833008
the pilot kept the club the juice .,DO,KEEP,an attorney brought an engine to a band .,PD,BRING,518.2359008789062,-50.00344467163086
the pilot kept the juice for the club .,PD,KEEP,an attorney brought a band an engine .,DO,BRING,2293.787109375,-54.165714263916016
the pilot kept the club the juice .,DO,KEEP,an attorney brought a band an engine .,DO,BRING,2373.509765625,-54.40487289428711
the physician caught the newspaper for the brother .,PD,CATCH,an attorney brought an engine to a band .,PD,BRING,490.8922424316406,-49.56979751586914
the physician caught the brother the newspaper .,DO,CATCH,an attorney brought an engine to a band .,PD,BRING,497.47442626953125,-49.676353454589844
the physician caught the newspaper for the brother .,PD,CATCH,an attorney brought a band an engine .,DO,BRING,2225.679443359375,-53.95471954345703
the physician caught the brother the newspaper .,DO,CATCH,an attorney brought a band an engine .,DO,BRING,2258.558837890625,-54.057373046875
the daughter kept the beer for the administration .,PD,KEEP,an attorney brought an engine to a band .,PD,BRING,504.0299377441406,-49.78108596801758
the daughter kept the administration the beer .,DO,KEEP,an attorney brought an engine to a band .,PD,BRING,504.0008850097656,-49.78062438964844
the daughter kept the beer for the administration .,PD,KEEP,an attorney brought a band an engine .,DO,BRING,2305.490966796875,-54.20133972167969
the daughter kept the administration the beer .,DO,KEEP,an attorney brought a band an engine .,DO,BRING,2308.427734375,-54.21025085449219
a hero kept a meal for an administration .,PD,KEEP,the professor sent the tea to the band .,PD,SEND,579.3092651367188,-50.894691467285156
a hero kept an administration a meal .,DO,KEEP,the professor sent the tea to the band .,PD,SEND,573.856201171875,-50.81903076171875
a hero kept a meal for an administration .,PD,KEEP,the professor sent the band the tea .,DO,SEND,1059.0579833984375,-48.755943298339844
a hero kept an administration a meal .,DO,KEEP,the professor sent the band the tea .,DO,SEND,1047.5133056640625,-48.67921829223633
an adult purchased a chicken for a business .,PD,PURCHASE,the professor sent the tea to the band .,PD,SEND,569.3711547851562,-50.75625991821289
an adult purchased a business a chicken .,DO,PURCHASE,the professor sent the tea to the band .,PD,SEND,567.8795776367188,-50.73527526855469
an adult purchased a chicken for a business .,PD,PURCHASE,the professor sent the band the tea .,DO,SEND,1035.36865234375,-48.59758758544922
an adult purchased a business a chicken .,DO,PURCHASE,the professor sent the band the tea .,DO,SEND,1033.119873046875,-48.582366943359375
a son saved a wire for a president .,PD,SAVE,the professor sent the tea to the band .,PD,SEND,566.2728881835938,-50.712608337402344
a son saved a president a wire .,DO,SAVE,the professor sent the tea to the band .,PD,SEND,566.0590209960938,-50.70958709716797
a son saved a wire for a president .,PD,SAVE,the professor sent the band the tea .,DO,SEND,1026.309814453125,-48.53607177734375
a son saved a president a wire .,DO,SAVE,the professor sent the band the tea .,DO,SEND,1027.796875,-48.546207427978516
a soldier drew an engine for an army .,PD,DRAW,the professor sent the tea to the band .,PD,SEND,571.0675659179688,-50.780059814453125
a soldier drew an army an engine .,DO,DRAW,the professor sent the tea to the band .,PD,SEND,562.2726440429688,-50.6558952331543
a soldier drew an engine for an army .,PD,DRAW,the professor sent the band the tea .,DO,SEND,1041.9661865234375,-48.642051696777344
a soldier drew an army an engine .,DO,DRAW,the professor sent the band the tea .,DO,SEND,1021.9536743164062,-48.50629806518555
a mayor left a pie for a soldier .,PD,LEAVE,the professor sent the tea to the band .,PD,SEND,571.5306396484375,-50.78654479980469
a mayor left a soldier a pie .,DO,LEAVE,the professor sent the tea to the band .,PD,SEND,557.4210205078125,-50.58656692504883
a mayor left a pie for a soldier .,PD,LEAVE,the professor sent the band the tea .,DO,SEND,1040.81591796875,-48.63431930541992
a mayor left a soldier a pie .,DO,LEAVE,the professor sent the band the tea .,DO,SEND,1011.8087768554688,-48.43646240234375
a parent purchased a pie for a buddy .,PD,PURCHASE,the professor sent the tea to the band .,PD,SEND,568.0648193359375,-50.737884521484375
a parent purchased a buddy a pie .,DO,PURCHASE,the professor sent the tea to the band .,PD,SEND,561.1832885742188,-50.640380859375
a parent purchased a pie for a buddy .,PD,PURCHASE,the professor sent the band the tea .,DO,SEND,1035.1192626953125,-48.59590148925781
a parent purchased a buddy a pie .,DO,PURCHASE,the professor sent the band the tea .,DO,SEND,1021.18994140625,-48.50106430053711
a boy drew a machine for a sheriff .,PD,DRAW,the professor sent the tea to the band .,PD,SEND,569.4507446289062,-50.75737762451172
a boy drew a sheriff a machine .,DO,DRAW,the professor sent the tea to the band .,PD,SEND,560.0509643554688,-50.62422180175781
a boy drew a machine for a sheriff .,PD,DRAW,the professor sent the band the tea .,DO,SEND,1037.9034423828125,-48.61470413208008
a boy drew a sheriff a machine .,DO,DRAW,the professor sent the band the tea .,DO,SEND,1020.9266967773438,-48.49925994873047
a hero purchased a cheese for a husband .,PD,PURCHASE,the professor sent the tea to the band .,PD,SEND,572.608642578125,-50.80162048339844
a hero purchased a husband a cheese .,DO,PURCHASE,the professor sent the tea to the band .,PD,SEND,565.7314453125,-50.7049560546875
a hero purchased a cheese for a husband .,PD,PURCHASE,the professor sent the band the tea .,DO,SEND,1042.6422119140625,-48.64659118652344
a hero purchased a husband a cheese .,DO,PURCHASE,the professor sent the band the tea .,DO,SEND,1028.3206787109375,-48.549774169921875
a prince purchased a knife for an army .,PD,PURCHASE,the professor sent the tea to the band .,PD,SEND,569.8494262695312,-50.762977600097656
a prince purchased an army a knife .,DO,PURCHASE,the professor sent the tea to the band .,PD,SEND,562.3946533203125,-50.657630920410156
a prince purchased a knife for an army .,PD,PURCHASE,the professor sent the band the tea .,DO,SEND,1040.198974609375,-48.63016891479492
a prince purchased an army a knife .,DO,PURCHASE,the professor sent the band the tea .,DO,SEND,1027.513427734375,-48.54427719116211
an actress made a coat for a girl .,PD,MAKE,the professor sent the tea to the band .,PD,SEND,570.985595703125,-50.77891159057617
an actress made a girl a coat .,DO,MAKE,the professor sent the tea to the band .,PD,SEND,574.0877685546875,-50.82225799560547
an actress made a coat for a girl .,PD,MAKE,the professor sent the band the tea .,DO,SEND,1038.6802978515625,-48.61994171142578
an actress made a girl a coat .,DO,MAKE,the professor sent the band the tea .,DO,SEND,1043.3856201171875,-48.651580810546875
a worker supplied a salad to a corporation .,PD,SUPPLY,the boy delivered the meal for the champion .,PD,DELIVER,465.00311279296875,-49.1363525390625
a worker supplied a corporation a salad .,DO,SUPPLY,the boy delivered the meal for the champion .,PD,DELIVER,465.2599182128906,-49.140769958496094
a worker supplied a salad to a corporation .,PD,SUPPLY,the boy delivered the champion the meal .,DO,DELIVER,1147.744873046875,-49.318878173828125
a worker supplied a corporation a salad .,DO,SUPPLY,the boy delivered the champion the meal .,DO,DELIVER,1148.3092041015625,-49.32231903076172
a writer promised a coffee to a lawyer .,PD,PROMISE,the boy delivered the meal for the champion .,PD,DELIVER,469.9090576171875,-49.220314025878906
a writer promised a lawyer a coffee .,DO,PROMISE,the boy delivered the meal for the champion .,PD,DELIVER,461.0830993652344,-49.068626403808594
a writer promised a coffee to a lawyer .,PD,PROMISE,the boy delivered the champion the meal .,DO,DELIVER,1163.89453125,-49.41668701171875
a writer promised a lawyer a coffee .,DO,PROMISE,the boy delivered the champion the meal .,DO,DELIVER,1136.72607421875,-49.25135040283203
an author sold a tea to a business .,PD,SELL,the boy delivered the meal for the champion .,PD,DELIVER,462.5532531738281,-49.094093322753906
an author sold a business a tea .,DO,SELL,the boy delivered the meal for the champion .,PD,DELIVER,458.0174865722656,-49.0152587890625
an author sold a tea to a business .,PD,SELL,the boy delivered the champion the meal .,DO,DELIVER,1141.613525390625,-49.2813835144043
an author sold a business a tea .,DO,SELL,the boy delivered the champion the meal .,DO,DELIVER,1124.4627685546875,-49.17542266845703
a leader threw a bowl to a lawyer .,PD,THROW,the boy delivered the meal for the champion .,PD,DELIVER,468.4472961425781,-49.19538879394531
a leader threw a lawyer a bowl .,DO,THROW,the boy delivered the meal for the champion .,PD,DELIVER,469.15411376953125,-49.20745086669922
