prime_sentence,prime_structure,prime_verb,target_sentence,target_structure,target_verb,perplexity,log_prob
the teacher caught you the jacket .,DO,CATCH,an attorney brought you an engine .,DO,BRING,2746.36767578125,-47.50820541381836
the parent left the button for us .,PD,LEAVE,an attorney brought an engine to us .,PD,BRING,805.7911376953125,-46.842769622802734
the parent left us the button .,DO,LEAVE,an attorney brought an engine to us .,PD,BRING,807.0726928710938,-46.8538932800293
the parent left the button for us .,PD,LEAVE,an attorney brought us an engine .,DO,BRING,2401.446044921875,-46.70295715332031
the parent left us the button .,DO,LEAVE,an attorney brought us an engine .,DO,BRING,2446.4638671875,-46.81439208984375
the king designed the cup for them .,PD,DESIGN,an attorney brought an engine to you .,PD,BRING,923.3090209960938,-47.795745849609375
the king designed them the cup .,DO,DESIGN,an attorney brought an engine to you .,PD,BRING,922.5691528320312,-47.79013442993164
the king designed the cup for them .,PD,DESIGN,an attorney brought you an engine .,DO,BRING,2613.808349609375,-47.21138000488281
the king designed them the cup .,DO,DESIGN,an attorney brought you an engine .,DO,BRING,2623.751708984375,-47.234161376953125
the colonel found the log for you .,PD,FIND,an attorney brought an engine to you .,PD,BRING,922.0448608398438,-47.786155700683594
the colonel found you the log .,DO,FIND,an attorney brought an engine to you .,PD,BRING,931.2863159179688,-47.85596466064453
the colonel found the log for you .,PD,FIND,an attorney brought you an engine .,DO,BRING,2598.293212890625,-47.1756591796875
the colonel found you the log .,DO,FIND,an attorney brought you an engine .,DO,BRING,2621.572265625,-47.22917556762695
the parent bought the meal for you .,PD,BUY,an attorney brought an engine to them .,PD,BRING,467.8990173339844,-43.03776550292969
the parent bought you the meal .,DO,BUY,an attorney brought an engine to them .,PD,BRING,467.5169677734375,-43.032047271728516
the parent bought the meal for you .,PD,BUY,an attorney brought them an engine .,DO,BRING,1377.4415283203125,-43.367897033691406
the parent bought you the meal .,DO,BUY,an attorney brought them an engine .,DO,BRING,1391.397705078125,-43.428382873535156
the writer caught the bowl for him .,PD,CATCH,an attorney brought an engine to him .,PD,BRING,321.15936279296875,-40.403560638427734
the writer caught him the bowl .,DO,CATCH,an attorney brought an engine to him .,PD,BRING,327.7185974121094,-40.54508590698242
the writer caught the bowl for him .,PD,CATCH,an attorney brought him an engine .,DO,BRING,844.15283203125,-40.43000030517578
the writer caught him the bowl .,DO,CATCH,an attorney brought him an engine .,DO,BRING,860.1506958007812,-40.54264450073242
the guy bought the chocolate for it .,PD,BUY,an attorney brought an engine to you .,PD,BRING,933.926025390625,-47.87577819824219
the guy bought it the chocolate .,DO,BUY,an attorney brought an engine to you .,PD,BRING,933.7396850585938,-47.87438201904297
the guy bought the chocolate for it .,PD,BUY,an attorney brought you an engine .,DO,BRING,2646.8984375,-47.286861419677734
the guy bought it the chocolate .,DO,BUY,an attorney brought you an engine .,DO,BRING,2667.9990234375,-47.334503173828125
the pilot kept the juice for him .,PD,KEEP,an attorney brought an engine to him .,PD,BRING,328.05828857421875,-40.552337646484375
the pilot kept him the juice .,DO,KEEP,an attorney brought an engine to him .,PD,BRING,329.2041015625,-40.576744079589844
the pilot kept the juice for him .,PD,KEEP,an attorney brought him an engine .,DO,BRING,862.2378540039062,-40.557186126708984
the pilot kept him the juice .,DO,KEEP,an attorney brought him an engine .,DO,BRING,864.7505493164062,-40.57464599609375
the physician caught the newspaper for us .,PD,CATCH,an attorney brought an engine to you .,PD,BRING,900.875244140625,-47.623565673828125
the physician caught us the newspaper .,DO,CATCH,an attorney brought an engine to you .,PD,BRING,912.8744506835938,-47.7161865234375
the physician caught the newspaper for us .,PD,CATCH,an attorney brought you an engine .,DO,BRING,2562.340087890625,-47.09205627441406
the physician caught us the newspaper .,DO,CATCH,an attorney brought you an engine .,DO,BRING,2599.94580078125,-47.179473876953125
the daughter kept the beer for me .,PD,KEEP,an attorney brought an engine to us .,PD,BRING,814.7987060546875,-46.92058563232422
the daughter kept me the beer .,DO,KEEP,an attorney brought an engine to us .,PD,BRING,816.0287475585938,-46.93114471435547
the daughter kept the beer for me .,PD,KEEP,an attorney brought us an engine .,DO,BRING,2421.823486328125,-46.75365447998047
the daughter kept me the beer .,DO,KEEP,an attorney brought us an engine .,DO,BRING,2440.78662109375,-46.800453186035156
a hero kept a meal for you .,PD,KEEP,the professor sent the tea to you .,PD,SEND,1167.2076416015625,-49.43658447265625
a hero kept you a meal .,DO,KEEP,the professor sent the tea to you .,PD,SEND,1170.5989990234375,-49.45689392089844
a hero kept a meal for you .,PD,KEEP,the professor sent you the tea .,DO,SEND,4078.076904296875,-49.88028335571289
a hero kept you a meal .,DO,KEEP,the professor sent you the tea .,DO,SEND,4098.59814453125,-49.910400390625
an adult purchased a chicken for us .,PD,PURCHASE,the professor sent the tea to it .,PD,SEND,790.7575073242188,-46.7109375
an adult purchased us a chicken .,DO,PURCHASE,the professor sent the tea to it .,PD,SEND,799.39453125,-46.78697967529297
an adult purchased a chicken for us .,PD,PURCHASE,the professor sent it the tea .,DO,SEND,3127.27880859375,-48.28750991821289
an adult purchased us a chicken .,DO,PURCHASE,the professor sent it the tea .,DO,SEND,3155.79052734375,-48.34196472167969
a son saved a wire for you .,PD,SAVE,the professor sent the tea to them .,PD,SEND,715.9987182617188,-46.0157470703125
a son saved you a wire .,DO,SAVE,the professor sent the tea to them .,PD,SEND,710.4183349609375,-45.960975646972656
a son saved a wire for you .,PD,SAVE,the professor sent them the tea .,DO,SEND,1703.192138671875,-44.64155578613281
a son saved you a wire .,DO,SAVE,the professor sent them the tea .,DO,SEND,1679.0643310546875,-44.55595016479492
a soldier drew an engine for you .,PD,DRAW,the professor sent the tea to us .,PD,SEND,990.4266967773438,-48.286949157714844
a soldier drew you an engine .,DO,DRAW,the professor sent the tea to us .,PD,SEND,984.6511840820312,-48.246009826660156
a soldier drew an engine for you .,PD,DRAW,the professor sent us the tea .,DO,SEND,3368.67041015625,-48.733638763427734
a soldier drew you an engine .,DO,DRAW,the professor sent us the tea .,DO,SEND,3374.513671875,-48.74403762817383
a mayor left a pie for me .,PD,LEAVE,the professor sent the tea to us .,PD,SEND,989.2362670898438,-48.27853012084961
a mayor left me a pie .,DO,LEAVE,the professor sent the tea to us .,PD,SEND,978.761474609375,-48.20401382446289
a mayor left a pie for me .,PD,LEAVE,the professor sent us the tea .,DO,SEND,3394.862548828125,-48.78010940551758
a mayor left me a pie .,DO,LEAVE,the professor sent us the tea .,DO,SEND,3336.62890625,-48.67629623413086
a parent purchased a pie for you .,PD,PURCHASE,the professor sent the tea to you .,PD,SEND,1159.8890380859375,-49.392555236816406
a parent purchased you a pie .,DO,PURCHASE,the professor sent the tea to you .,PD,SEND,1149.257568359375,-49.32809829711914
a parent purchased a pie for you .,PD,PURCHASE,the professor sent you the tea .,DO,SEND,4042.25244140625,-49.82734298706055
a parent purchased you a pie .,DO,PURCHASE,the professor sent you the tea .,DO,SEND,3996.005126953125,-49.75830078125
a boy drew a machine for me .,PD,DRAW,the professor sent the tea to him .,PD,SEND,500.85980224609375,-43.5142822265625
a boy drew me a machine .,DO,DRAW,the professor sent the tea to him .,PD,SEND,496.61614990234375,-43.45471954345703
a boy drew a machine for me .,PD,DRAW,the professor sent him the tea .,DO,SEND,1219.8397216796875,-42.63884735107422
a boy drew me a machine .,DO,DRAW,the professor sent him the tea .,DO,SEND,1211.4678955078125,-42.59752655029297
a hero purchased a cheese for you .,PD,PURCHASE,the professor sent the tea to him .,PD,SEND,497.49371337890625,-43.467079162597656
a hero purchased you a cheese .,DO,PURCHASE,the professor sent the tea to him .,PD,SEND,495.865966796875,-43.44413757324219
a hero purchased a cheese for you .,PD,PURCHASE,the professor sent him the tea .,DO,SEND,1206.974853515625,-42.575233459472656
a hero purchased you a cheese .,DO,PURCHASE,the professor sent him the tea .,DO,SEND,1207.2366943359375,-42.576534271240234
a prince purchased a knife for you .,PD,PURCHASE,the professor sent the tea to you .,PD,SEND,1161.081787109375,-49.399749755859375
a prince purchased you a knife .,DO,PURCHASE,the professor sent the tea to you .,PD,SEND,1162.2781982421875,-49.406959533691406
a prince purchased a knife for you .,PD,PURCHASE,the professor sent you the tea .,DO,SEND,4045.31982421875,-49.83189392089844
a prince purchased you a knife .,DO,PURCHASE,the professor sent you the tea .,DO,SEND,4074.40185546875,-49.874874114990234
an actress made a coat for you .,PD,MAKE,the professor sent the tea to them .,PD,SEND,715.2718505859375,-46.008636474609375
an actress made you a coat .,DO,MAKE,the professor sent the tea to them .,PD,SEND,720.9776611328125,-46.06425476074219
an actress made a coat for you .,PD,MAKE,the professor sent them the tea .,DO,SEND,1698.9029541015625,-44.626426696777344
an actress made you a coat .,DO,MAKE,the professor sent them the tea .,DO,SEND,1708.430419921875,-44.65998077392578
a worker supplied a salad to you .,PD,SUPPLY,the boy delivered the meal for us .,PD,DELIVER,509.0983581542969,-43.62848663330078
a worker supplied you a salad .,DO,SUPPLY,the boy delivered the meal for us .,PD,DELIVER,507.9798278808594,-43.61309051513672
a worker supplied a salad to you .,PD,SUPPLY,the boy delivered us the meal .,DO,DELIVER,1328.4888916015625,-43.15078353881836
a worker supplied you a salad .,DO,SUPPLY,the boy delivered us the meal .,DO,DELIVER,1324.5596923828125,-43.13301086425781
a writer promised a coffee to you .,PD,PROMISE,the boy delivered the meal for it .,PD,DELIVER,402.6643371582031,-41.98672103881836
a writer promised you a coffee .,DO,PROMISE,the boy delivered the meal for it .,PD,DELIVER,398.8194580078125,-41.919559478759766
a writer promised a coffee to you .,PD,PROMISE,the boy delivered it the meal .,DO,DELIVER,994.549560546875,-41.41373825073242
a writer promised you a coffee .,DO,PROMISE,the boy delivered it the meal .,DO,DELIVER,985.5390014648438,-41.359130859375
an author sold a tea to her .,PD,SELL,the boy delivered the meal for you .,PD,DELIVER,512.74853515625,-43.678497314453125
an author sold her a tea .,DO,SELL,the boy delivered the meal for you .,PD,DELIVER,519.1280517578125,-43.765052795410156
an author sold a tea to her .,PD,SELL,the boy delivered you the meal .,DO,DELIVER,1278.245361328125,-42.91946029663086
an author sold her a tea .,DO,SELL,the boy delivered you the meal .,DO,DELIVER,1277.095947265625,-42.9140625
a leader threw a bowl to him .,PD,THROW,the boy delivered the meal for us .,PD,DELIVER,519.5642700195312,-43.770931243896484
a leader threw him a bowl .,DO,THROW,the boy delivered the meal for us .,PD,DELIVER,517.144775390625,-43.738258361816406
a leader threw a bowl to him .,PD,THROW,the boy delivered us the meal .,DO,DELIVER,1366.4510498046875,-43.31983184814453
a leader threw him a bowl .,DO,THROW,the boy delivered us the meal .,DO,DELIVER,1354.9228515625,-43.26899719238281
an actress supplied a beer to me .,PD,SUPPLY,the boy delivered the meal for us .,PD,DELIVER,513.5542602539062,-43.68948745727539
an actress supplied me a beer .,DO,SUPPLY,the boy delivered the meal for us .,PD,DELIVER,509.3747253417969,-43.632286071777344
an actress supplied a beer to me .,PD,SUPPLY,the boy delivered us the meal .,DO,DELIVER,1343.8240966796875,-43.21964645385742
an actress supplied me a beer .,DO,SUPPLY,the boy delivered us the meal .,DO,DELIVER,1322.6595458984375,-43.12439727783203
a buddy supplied a log to you .,PD,SUPPLY,the boy delivered the meal for them .,PD,DELIVER,349.3715515136719,-40.992950439453125
a buddy supplied you a log .,DO,SUPPLY,the boy delivered the meal for them .,PD,DELIVER,342.7110290527344,-40.858211517333984
a buddy supplied a log to you .,PD,SUPPLY,the boy delivered them the meal .,DO,DELIVER,750.0693969726562,-39.72099304199219
a buddy supplied you a log .,DO,SUPPLY,the boy delivered them the meal .,DO,DELIVER,736.1549682617188,-39.608642578125
a chief showed a bowl to us .,PD,SHOW,the boy delivered the meal for them .,PD,DELIVER,349.87017822265625,-41.002933502197266
a chief showed us a bowl .,DO,SHOW,the boy delivered the meal for them .,PD,DELIVER,352.8834228515625,-41.06296157836914
a chief showed a bowl to us .,PD,SHOW,the boy delivered them the meal .,DO,DELIVER,750.960205078125,-39.72811508178711
a chief showed us a bowl .,DO,SHOW,the boy delivered them the meal .,DO,DELIVER,760.3956298828125,-39.80303192138672
a mayor sold a salad to me .,PD,SELL,the boy delivered the meal for them .,PD,DELIVER,348.4512939453125,-40.9744873046875
a mayor sold me a salad .,DO,SELL,the boy delivered the meal for them .,PD,DELIVER,351.1700439453125,-41.028892517089844
a mayor sold a salad to me .,PD,SELL,the boy delivered them the meal .,DO,DELIVER,747.227783203125,-39.698219299316406
a mayor sold me a salad .,DO,SELL,the boy delivered them the meal .,DO,DELIVER,753.1851196289062,-39.74586486816406
a cop promised an anchor to her .,PD,PROMISE,the boy delivered the meal for her .,PD,DELIVER,335.5522155761719,-40.71044158935547
a cop promised her an anchor .,DO,PROMISE,the boy delivered the meal for her .,PD,DELIVER,322.7452697753906,-40.43804168701172
a cop promised an anchor to her .,PD,PROMISE,the boy delivered her the meal .,DO,DELIVER,1210.068359375,-42.59059143066406
a cop promised her an anchor .,DO,PROMISE,the boy delivered her the meal .,DO,DELIVER,1152.1458740234375,-42.296287536621094
a physician sold a bottle to her .,PD,SELL,the boy delivered the meal for you .,PD,DELIVER,513.5850219726562,-43.68990707397461
a physician sold her a bottle .,DO,SELL,the boy delivered the meal for you .,PD,DELIVER,516.8056640625,-43.733665466308594
a physician sold a bottle to her .,PD,SELL,the boy delivered you the meal .,DO,DELIVER,1279.21435546875,-42.924007415771484
a physician sold her a bottle .,DO,SELL,the boy delivered you the meal .,DO,DELIVER,1280.56201171875,-42.93032455444336
the cop found the bell for them .,PD,FIND,a buddy gave a cup to them .,PD,GIVE,564.3628540039062,-44.34988021850586
the cop found them the bell .,DO,FIND,a buddy gave a cup to them .,PD,GIVE,567.083251953125,-44.383541107177734
the cop found the bell for them .,PD,FIND,a buddy gave them a cup .,DO,GIVE,922.7852783203125,-40.964378356933594
the cop found them the bell .,DO,FIND,a buddy gave them a cup .,DO,GIVE,923.073974609375,-40.96625518798828
the husband purchased the bag for you .,PD,PURCHASE,a buddy gave a cup to you .,PD,GIVE,731.0713500976562,-46.16157531738281
the husband purchased you the bag .,DO,PURCHASE,a buddy gave a cup to you .,PD,GIVE,740.8189086914062,-46.25429153442383
the husband purchased the bag for you .,PD,PURCHASE,a buddy gave you a cup .,DO,GIVE,1030.779541015625,-41.628421783447266
the husband purchased you the bag .,DO,PURCHASE,a buddy gave you a cup .,DO,GIVE,1038.4564208984375,-41.672943115234375
